f_id,slogan
20815,A haunting tale of sexuality in a country gone wrong.
20858,Leur deuxième chance dans la vie pourrait bien être leur dernière !
21219,Ils n'ont pas reçu d'ordres... Ils ont pris la relève.
21309,Qu'est-ce qui était pire ? Le meurtre ou ce qui a suivi ?
21332,Kevin Bacon is Jack Casey. He traded in his three-piece suit for a ten-speed and the streets.
21380,When the Creeping Dead Devour the Living Flesh!
21484,Inhuman ecstasy fulfilled.
21629,Two jailbirds who just want out of the cage.
21799,No one said surviving high school would be easy.
21873,Terrorized in the Toilets? Chased after school? Shaken down for lunch money? GET A BODYGUARD
21874,Si les regards pouvaient tuer...
22029,Je vous salue le parrain César de Harlem!
22160,"Parfois, l'amour est le jeu le plus dangereux."
22183,Ravissante Angélique. Audacieuse Angélique. Merveilleuse Angélique.
22311,"If you're a kraut, he'll take you out!"
22650,Don't tell the ending...nobody'll ever believe you!
23330,Cable Hogue says … “Do unto others … as you would have others do unto you.”
23483,Pas de pouvoir ? Pas de problème !
23587,Vous n'êtes plus en sécurité ...
23761,"Étranglée, torturée, brûlée, avec moi c'est différent"
23942,If only it could have been forever.
24099,Fermez les yeux et l'aventure commence.
24229,Il y a plus d'une façon de tuer un homme !
24248,L'homme de violence à la place duquel Jésus Christ est mort
24274,Cela vous coupera le souffle. Tout court.
24679,Un regard sur la vie du brillant saxophoniste Charlie Bird Parker
24742,"Elle en pince pour vous, mais vous ne le savez pas…"
24750,Imagine! A scientific genius named H. G. Wells stalks a criminal genius named Jack the Ripper across time itself in the most ingenious thriller of our time.
24795,Tu dois croire !
24825,"Dans un monde de choix, pour un homme il n'y a pas de choix. . . il doit affronter L'OCTOGONE"
24873,"Il est de retour à New York, apportant la justice dans les rues..."
24929,Just when you thought it was safe to be dead.
24951,Something magical is about to happen.
25018,Un monstre plus terrifiant est né !
25188,"Anarene, Texas, 1951. Rien n'a vraiment changé…"
25468,"One meal, two men."
25528,The tradition lives on!
25553,Brutes ! Sauvages ! Héros ! Ce sont des mercenaires... Ils sont payés pour faire un travail !
25562,Tout ce scintillement... Tout ce glamour... Toute cette saleté.
25566,"C'était la meilleure des époques, c'était la pire des époques, c'était Ragtime"
25678,The ultimate American fighting machine is back!
25682,"Maintenant, son ennemi le plus mortel ... est le temps."
26178,Tuez-la ou elle vous tuera...
26185,"Le flic, personne ne peut arrêter. Même les flics."
26263,"Cette fois, c'est la guerre !"
26325,La plus belle femme de notre temps dans l'aventure la plus érotique de tous les temps.
26337,Une manipulation torride et diabolique.
26444,Savage pursuit in the wilderness!
26515,For each of man's evils a special demon exists...
26522,"Alone, far from home, and far from justice, he has three days to learn the truth about a murder... and the truth is a story you won't forget."
26626,Vrai ou Faux.
26789,"When passion and hatred know no limits, expect no mercy."
26978,Personne ne les avait prévenus. Parce que personne n'en est jamais revenu.
27085,Une aventure que tu n'oubliera jamais...
27214,WARNING: In this movie you are the victim.
27352,Il se bat pour tous ceux qui ne peuvent pas se défendre.
27381,"Elle avait le visage d'un ange, le corps d'une déesse et les yeux... d'une vampire"
27418,Un flic de Chicago des collines du Kentucky. Chasser l'assassin de son frère. À la recherche de la justice à la campagne.
27958,Al Pacino is Cruising for a killer.
27983,The Bride had 8 Boys and Girls. The Groom had 10 Boys and Girls. Their wedding night set new attendance records.
28145,People are the ultimate spectacle.
28176,La véritable histoire de Preston Tucker.
28368,"Derrière l'uniforme d'un soldat exemplaire: la peur, l'espoir, l'amour."
28370,Jim is about to marry a princess... but he's in love with an angel.
28569,Il y a un miracle à être jeune... et une crainte.
28761,De l'aventure… à l'obsession.
28762,"Un tueur attend ... dans le passé, le présent et le futur."
28794,... une expérience DÉMONIAQUE...
28893,ALIEN était le début… L'enfer vient d'être déplacé!
29005,Nommez votre poison.
29154,"At a tough school, someone had to take a stand...and someone did. Together, one teacher and one class proved to America they could..."
29355,Her dream was to coach high school football. Her nightmare was Central High.
29805,La haute mer n'a jamais été aussi terrifiante !
30943,"Elle a su retrouver son fils, saura-t-elle retrouver sa famille ?"
31052,"Jamais il n'aurait imaginé changer sa façon de vivre, de penser, de travailler."
31121,Your hairdresser does it better.
31283,The first lady gunfighter.
31417,Beautiful women were the victims of his fiendish facials.
31578,Enfermez-vous bien dans votre sac !
31583,Her last request was his first mistake.
31602,La poursuite est lancée !
31606,He's one man racing against time to stop the most explosive conspiracy in history.
31608,They rob banks. She steals hearts.
31633,"Sur le point d'épouser la femme parfaite, il rencontre celle de ses rêves..."
31646,Tout a commencé comme des vacances
31858,Trevor is an angry young man.
31939,Convention outraged. A class abandoned. A country betrayed.
31962,"Berlin 1940, il devra lui livrer son secret, elle devra lui confier sa vie"
32037,La peur est contagieuse.
32059,Catching a serial killer takes a seriously twisted cop.
32261,Ce serait un scandale de ne pas le voir
32489,Julie as you love her... in the happiest motion picture hit of the year!
33258,"Plus de fun, plus de musique !"
33278,Il n'y a personne vivant qui jouera avec la fille d'à côté.
33357,L'Affaire Valachi.
33521,"Throughout history he has filled the hearts of men with terror, and the hearts of women with desire."
33701,"La neige, elle est top molle ..."
34145,Actions de Gangster Rudes
34584,Au-delà du monde réel... Le royaume de l'imaginaire.
35119,A family torn apart. A public filled with outrage. A woman accused of murder.
35371,It's not a kid's game anymore.
35552,Un visage de beauté. Un esprit d'aventure.
36324,Un film qui vous essoufle… De rire !
36349,Meet Sam Quint... Stealing from him is the biggest mistake you can make.
36351,C'était un homme bon dans une entreprise mortelle. Elle était sa seule issue.
36593,L'ultime outrage.
36599,If you're not back by midnight... you won't be coming home!
36670,Sean Connery est James Bond
36685,A different set of jaws.
36914,Chris and his dad have accidentally changed bodies - but no big deal. Chris gets the Jag and the Gold Card. Dad gets the fake ID and the bio final.
36955,"Elle croyait son mari ordinaire, il se révèle extraordinaire."
37094,L'histoire d'un homme ordinaire en guerre contre la société.
37136,L'humour dévastateur de l'équipe de « Y a-t-il un pilote dans l'avion ? »
37137,Revoici Frank Drebin. Sauve qui peut !
37165,"Et vous, qui vous regarde ?"
37233,Résister au pouvoir peut être mortel.
37247,C'est Benjamin. Il est un peu inquiet pour son avenir.
37296,There's something funny going on in Washington. Goldie's about to become a diplomat.
37308,"Tout ce dont ils ont besoin, c'est… 100 Fusils"
37335,Le film est une épopée musicale et il est largement considéré comme le meilleur travail du réalisateur avec Un Homme et une Femme (1966).
37652,"Ce qu'il y a de meilleur dans l'homme, c'est le chien"
37749,This is the face of Theresa Dunn. Teacher of deaf children by day...good time girl by night.
37753,Tu ne convoiteras point la femme de ton voisin.
37865,She planned on her husband's death. But not on his coming back for revenge.
38557,He might be able to hold back the river. But could he hold back the greed of man?
38558,"Quoi que vous fassiez, n'appelez pas les flics..."
38985,"Les seuls salaires qui valent la peine d'être courus, de mourir, de tuer, sont les salaires de la peur."
39074,A violent crime. A secret affair. A single witness.
39385,Le film champion du monde !
40047,Le roi vit !
40814,It's a Lovely Life.
40820,Dying is easy. Comedy is hard.
40973,Everything you heard about Myra Breckinridge is true.
41003,"Il a 27 ans, elle en a 43. Il est cadre, elle est serveuse. Tout devrait les séparer."
41263,Ils étaient les meilleurs enfants du quartier ... jusqu'à ce qu'ils décident qu'il était temps de se battre.
41857,Une traque sans pitié au milieu du désert
41966,A Plastic Nightmare
42010,"12,000 babies will be born in the United States today. Two will already have fallen in love."
42121,His struggle for fame was over. His fight for respect was just beginning.
42149,Nothing Will Prepare You For THE HAND.
42801,They're in Love Three Times and Three Ways...In One Movie!
44326,"When fear made her a victim, she turned fear into a weapon."
44446,Tous les hommes la désirent... Elle n'en aime qu'un seul...
44448,Angélique revient !.. Pour y arriver... Elle affrontera... Le pire !
44450,Il n'y a pas une femme au monde qui est rêvé d'être Angélique. Il n'y a pas un homme au monde qui est rêvé d'Angélique.
44453,Qui est l'enjeu de ce duel à mort ?
44706,"Ils l'avaient dit, malheureusement ils l'ont fait"
45225,"Pour réaliser un film, tous les moyens ne sont pas forçément bons."
46878,Monsters by the millions - and they're all for real!
46959,When the World of Childhood Encounters That of Horror
47045,"Girls go wild, boys go crazy, and dads go nuts!"
47504,Liés par le sang. Unis par la violence. Condamnés à une éternelle solitude.
47943,Vous avez un problème ? Harry a la solution.
48457,La guerre est un enfer. Ceci était pire...
48769,Le film qui a coûté plus cher que le débarquement !
49687,"You have never seen it before! A New torrent of emotions! A New Triumph of Film-Making from Embassy Pictures who brought you ""Divorce Italian Style"" and ""Yesterday, Today and Tomorrow"" now brings you..."
49849,"Premier contact, dernier combat."
50012,"un casting à vous couper le souffle, à vous de le découvrir …"
50211,Toujours prêt !
50435,Une adolescente en internat au bord du réveil érotique complet.
50796,Les royalistes contre les républicains...
51763,L'histoire d'une incroyable amitié.
51857,Regards d'une enfance
51980,D'après le célébre roman d'Emile Zola.
52557,"""C'est la dysenterie. Ça s'attrape facilement là-bas, plus  que les contraventions à Paris, c'est pour dire…"""
52744,Frank et Molly vivaient séparément un amour sans histoire. Ils vont vivre ensemble une histoire d'amour.
56520,"Quand l'un des deux tombe, ce sont les deux qui se cassent la gueule."
56589,"Le fleuve, c'est la goutte d'eau !"
57308,Le pire est au programme
59455,"""Pendant 107 ans, sais pas mais pendant 15 ou 20 ans peut-être !"""
60175,Comment réussir ses examens sans rien faire !
60797,Le bonheur est dans le pré... Cours-y vite !
61225,"Il est gros, il est grossier, mais c'est lui le champion."
61685,Au début c'était un jeu...
61755,Les premiers à mourir étaient les plus chanceux !
62134,"« D.R. », photographe"
62204,A Science Fantasy Adventure
62822,Perdu sur Terre... Le monde entier est à ses trousses... Et eux c'est qui alors ?
63150,Vous n'avez jamais vu les hommes comme ça !
63481,"Ces dames avaient une ""meilleure idée ...""."
67540,"L'histoire du château de Versailles, de l'époque de Louis XIV jusqu'à nos jours."
67754,La plus formidable enquête policière de tous les temps !
70160,Nous serons tous spectateurs.
71373,Elle vient d'être témoin d'un meurtre qui n'a pas encore eu lieu.
72449,Enquête sur un crime sans assassin
72833,"Rêver, rêver, rêver,... On peut toujours !"
73057,Attention ceci n'est pas un Boyz'Band !
76203,La véritable histoire extraordinaire de Solomon Northup.
78159,« Elles » se marient
80274,La bataille pour le futur va commencer.
80809,The Defense Never Rests
81122,Une bouffée de délire au pays des Soviets
83223,Mutants of a nuclear disaster
87337,Things Explode. A Lot.
87736,There's muscle in his venom and fire in his heart!
87779,"On this mission, he's not a cop... he's a one man Delta Force!"
92371,"Quelqu'un l'a créé ! Quelqu'un l'a programmé pour tuer ! Maintenant, c'est à quelqu'un d'autre de débrancher la prise !"
93289,"Va y'avoir la question de manger, chef !"
100075,Le plus grand service qu'un ami puisse vous rendre.
101299,N’oublie pas qui est l’ennemi.
110415,2031. Nouvelle ère glaciaire. Le dernier refuge de l'humanité est un train.
120467,Une affaire de meurtre pour le concierge.
128971,Pray you have nine lives
131631,Son courage changera le monde.
131634,Le feu brûlera à jamais.
132369,From the darkest corner in the universe comes a new dimension in fear.
133805,Vous n'oublierez jamais son nom.
138659,Le bonheur ça se mérite !
157350,"Cinq destins, un seul choix."
161371,Par où t'es rentré ? On t'a pas vu sortir
283366,Restez particulier
315837,Quoi de plus triste qu'une marionnette sans manipulateur.
335984,La clé de l’avenir est enfin découverte.
346672,Protéger la lignée.
396535,"Pour rester en vie, montez à bord."
399579,Derrière l'ange se cache une guerrière
401306,"Ce qu'il faut maintenant, c’est pas rattraper les Allemands qui sont devant ... sans se laisser rattraper par les Allemands qui sont derrière"
427910,"Nés pour risquer, entraînés pour gagner, ce sont les Navy Seals."
517839,Sentir quelque chose de beau.
