film_id,titre,titre_original,annee,sortie,duree,franchise_id,pays
12159,Au-delà de nos rêves,What Dreams May Come,1998,1998-10-02,106,,{us}
12160,Wyatt Earp,,1994,1994-06-24,190,,{us}
12185,Le ciel peut attendre,Heaven Can Wait,1978,1978-06-28,100,,{us}
12208,Casino Royale,,1967,1967-04-13,131,,{gb}
12235,A double tranchant,Jagged Edge,1985,1985-10-04,108,,{us}
12236,L'Équipée du Cannonball 3,Speed Zone,1989,1989-04-21,94,101688,{us}
12245,Crimes à Oxford,The Oxford Murders,2008,2008-01-18,104,,"{fr,es,gb,us}"
12262,La colline a des yeux,The Hills Have Eyes,1977,1977-07-22,86,267922,{us}
12268,Quand la Panthère Rose s'emmêle,The Pink Panther Strikes Again,1976,1976-12-15,103,937,"{gb,us}"
12309,Le Palace en délire,Bachelor Party,1984,1984-06-29,105,466318,{us}
12310,On l'appelait Milady,The Four Musketeers,1974,1974-10-31,108,87631,"{es,gb,us}"
12395,Cœur de tonnerre,Thunderheart,1992,1992-04-03,119,,{us}
12437,Underworld 3 : Le Soulèvement des Lycans,Underworld: Rise of the Lycans,2009,2009-01-22,85,2326,{us}
12444,Harry Potter et les Reliques de la mort - 1ère partie,Harry Potter and the Deathly Hallows: Part 1,2010,2010-11-17,146,1241,"{gb,us}"
12445,Harry Potter et les Reliques de la mort - 2ème partie,Harry Potter and the Deathly Hallows: Part 2,2011,2011-07-12,130,1241,"{gb,us}"
12476,Hidden,The Hidden,1987,1987-10-30,97,175858,{us}
12500,American Warrior,American Ninja,1986,1986-06-28,95,91945,{us}
12502,Le mystère Silkwood,Silkwood,1983,1983-12-14,131,,{us}
12503,Under Fire,,1983,1983-10-21,128,,{us}
12506,Cry Freedom - Le cri de la liberté,Cry Freedom,1987,1987-11-06,157,,"{gb,zw}"
12537,La maîtresse du lieutenant français,The French Lieutenant's Woman,1981,1981-08-28,127,,{gb}
12560,Les Copains d'Abord,The Big Chill,1983,1983-09-30,105,,{us}
12579,La Femme d'à côté,,1981,1981-09-30,105,,{fr}
12584,Le Dernier des Géants,The Shootist,1976,1976-07-21,100,,{us}
12615,Mort d'un commis voyageur,Death of a Salesman,1985,1985-08-16,130,,"{de,us}"
12623,Suspect dangereux,Suspect,1987,1987-10-23,121,,{us}
12627,La Belle Noiseuse,,1991,1991-09-04,236,,"{fr,ch}"
12651,Memphis Belle,,1990,1990-09-07,107,,"{jp,gb,us}"
12663,Le Scorpion rouge,Red Scorpion,1988,1988-12-24,105,514978,"{na,za,us}"
12665,Powder,,1995,1995-10-27,112,,{us}
12704,Ishtar,,1987,1987-05-15,107,,{us}
12705,"Tu fais pas le poids, Shérif !",Smokey and the Bandit II,1980,1980-08-15,100,87220,{us}
12710,Quand les jumelles s'emmêlent,Big Business,1988,1988-06-10,97,,{us}
12715,Le temple d'or,Firewalker,1987,1987-03-06,105,,{us}
12716,La Gloire de mon père,La Gloire de mon Père,1990,1990-08-29,109,148517,{fr}
12717,Le Château de ma mère,Le château de ma mère,1990,1990-10-26,97,148517,{fr}
12721,Karaté Tiger,"No Retreat, No Surrender",1986,1986-05-02,85,384920,"{hk,us}"
12764,Portés disparus 2 - Pourquoi ?,Missing in Action 2: The Beginning,1985,1985-11-06,100,46512,{us}
12775,La Chair et le Sang,Flesh + Blood,1985,1985-08-30,126,,"{nl,es,us}"
12778,Les Héritiers Affamés,Greedy,1994,1994-03-04,113,,{us}
12919,L'Amour ne s'achète pas,Can't Buy Me Love,1987,1987-08-14,94,,{us}
13043,Camping,Camping,2006,2006-04-26,95,52097,{fr}
13064,Airborne,,1993,1993-09-17,91,,{us}
13105,Mr. Mom - Profession père au foyer,Mr. Mom,1983,1983-07-22,91,,{us}
13154,Dans les griffes du dragon rouge,Showdown in Little Tokyo,1991,1991-08-23,79,,{us}
13155,"Oz, un monde extraordinaire",Return to Oz,1985,1985-06-21,113,,"{gb,us}"
13189,A Christmas Carol,,1984,1984-10-09,101,,"{gb,us}"
13192,Moonwalker,,1988,1988-10-29,93,,{us}
13310,Morse,Låt den rätte komma in,2009,2009-04-02,114,,"{fr,no,se}"
13319,Tale of Vampires,Frostbiten,2006,2006-02-24,95,,"{ru,se}"
13333,Le Jeu de la mort,死亡遊戲,1978,1978-03-23,96,1077146,"{us,hk}"
13342,Ça chauffe au lycée Ridgemont,Fast Times at Ridgemont High,1982,1982-08-13,90,,{us}
13346,Lucas,,1986,1986-03-28,108,,{us}
13595,Radio rebels,Airheads,1994,1994-08-05,92,,{us}
13597,Labyrinthe,Labyrinth,1986,1986-12-03,91,,"{gb,us}"
13633,Bad Boys,,1983,1983-03-25,103,,"{gb,us}"
13671,The Music Man,,1962,1962-06-19,151,,{us}
13681,Les Saisons du cœur,Places in the Heart,1984,1984-09-11,111,,{us}
13704,Plein pot,License to Drive,1988,1988-07-06,88,,{us}
13727,Disco,Disco,2008,2008-04-02,103,,{fr}
13766,Cap sur les étoiles,SpaceCamp,1986,1986-06-06,107,,{us}
13776,Diner,,1982,1982-04-02,110,,{us}
13783,Héros ou Salopards,Breaker Morant,1980,1980-06-11,107,,{au}
13818,La brûlure,Heartburn,1986,1986-07-25,113,,{us}
13939,Un justicier dans la ville,Death Wish,1974,1974-07-24,94,14377,{us}
14029,Démons,Dèmoni,1985,1985-10-04,89,430201,{it}
14040,Le Prix de l'exploit,American Flyers,1985,1985-08-16,113,,{us}
14140,La Coccinelle à Monte-Carlo,Herbie Goes to Monte Carlo,1977,1977-06-24,104,12087,{us}
14207,Les Aventures de Flynn Carson : Le Mystère de la lance sacrée,The Librarian: Quest for the Spear,2004,2004-07-12,106,85890,{us}
14208,Les Aventures de Flynn Carson : Le Trésor du roi Salomon,The Librarian: Return to King Solomon's Mines,2006,2006-09-09,95,85890,{us}
14257,La Folie des Grandeurs,,1971,1971-08-12,109,,"{fr,es,it,de}"
14347,C'est la faute à Rio,Blame It on Rio,1984,1984-02-17,99,,{us}
14362,Justice sauvage,Out for Justice,1991,1991-04-12,91,,{us}
14367,Nuit de folie,Adventures in Babysitting,1987,1987-07-01,102,,{us}
14370,Profession : Génie,Real Genius,1985,1985-08-07,106,,{us}
14372,Leviathan,,1990,1990-01-03,98,,"{it,us}"
14373,Un justicier dans la ville n°2,Death Wish II,1982,1982-02-20,88,14377,{us}
14412,La Fièvre au corps,Body Heat,1981,1981-08-28,113,,{us}
14425,PCU,,1994,1994-04-29,81,,{us}
14534,Rudy,,1993,1993-09-17,114,,{us}
14550,Une Journée de fous,The Dream Team,1989,1989-04-07,112,,{us}
14612,La Course au trésor,Candleshoe,1977,1977-12-16,100,,"{us,gb}"
14621,L'Incroyable Défi,Lean On Me,1989,1989-03-03,109,,{us}
14628,Autant en emporte Fletch,Fletch Lives,1989,1989-03-17,95,104833,{us}
14645,Le père Noël est une ordure !,,1982,1982-08-25,90,,{fr}
14728,Les Aventures de Flynn Carson : Le Secret de la coupe maudite,The Librarian: The Curse of the Judas Chalice,2008,2008-10-25,95,85890,{us}
14742,Les Croque-morts en folie,Night Shift,1982,1982-07-30,106,,{us}
14746,Les rues de feu,Streets of Fire,1984,1984-06-01,93,1105385,{us}
14807,Racket,The Long Good Friday,1980,1980-11-01,114,,{gb}
14854,Œil pour œil,Lone Wolf McQuade,1983,1983-04-15,107,,{us}
14864,Hot Spot,The Hot Spot,1990,1990-10-12,125,,{us}
14886,La Dernière Corvée,The Last Detail,1973,1973-12-11,104,,{us}
15120,Cours après moi Shérif 3,Smokey and the Bandit Part 3,1983,1983-08-12,85,87220,{us}
15138,Little Monsters,,1989,1989-08-25,102,,{us}
15144,16 Bougies pour Sam,Sixteen Candles,1984,1984-05-04,93,,{us}
15152,"OSS 117 : Le Caire, nid d'espions","OSS 117 : Le Caire, nid d'espions",2006,2006-04-19,99,91588,{fr}
15196,Cluedo,Clue,1985,1985-12-13,94,,{us}
15301,"La Quatrième Dimension, le film",Twilight Zone: The Movie,1983,1983-06-24,101,,{us}
15379,Portés disparus,Missing in Action,1985,1985-06-12,101,46512,{us}
15383,L'Armée des ombres,,1969,1969-09-10,140,,"{fr,it}"
15392,Crossroads,,1986,1986-03-14,99,,{us}
15417,"Doux, dur et dingue",Every Which Way but Loose,1978,1978-12-16,110,168182,{us}
15588,OSS 117 : Rio ne répond plus,OSS 117 : Rio ne répond plus,2009,2009-04-15,100,91588,{fr}
15592,Au fil de la vie,Beaches,1988,1988-12-21,123,,{us}
15596,A fond la fac,Back to School,1986,1986-06-13,96,,{us}
15613,Visiteurs Extraterrestres,Fire in the Sky,1993,1993-03-12,109,,{us}
15618,Les gladiateurs de l'apocalypse,Robot Jox,1989,1989-10-01,85,,{us}
15677,84 Charing Cross Road,,1987,1987-02-13,100,,"{gb,us}"
15698,Deux flics à Chicago,Running Scared,1986,1986-06-27,106,,{us}
15739,Annie,,1982,1982-05-21,126,312735,{us}
15764,Le choix de Sophie,Sophie's Choice,1982,1982-12-08,150,,"{gb,us}"
15785,Cherry 2000,,1987,1987-11-10,99,,{us}
15983,Invasion U.S.A.,,1986,1986-01-08,107,,{us}
16082,Soleil de nuit,White Nights,1985,1985-11-22,136,,{us}
16084,"Un vendredi dingue, dingue, dingue",Freaky Friday,1976,1976-12-17,95,,{us}
16113,Delta Force,,1986,1986-04-16,125,126166,"{il,us}"
16121,Au-delà de la gloire,The Big Red One,1980,1980-01-22,115,,{us}
16153,Alice n'est plus ici,Alice Doesn't Live Here Anymore,1974,1974-12-09,112,,{us}
16235,Amityville II : Le Possédé,Amityville II: The Possession,1982,1982-09-24,104,397842,"{mx,us}"
16248,D.A.R.Y.L.,,1985,1985-06-14,100,,"{gb,us}"
16263,School Girls,Girls Just Want to Have Fun,1985,1985-04-12,90,,{us}
16270,Une Place à prendre,Career Opportunities,1991,1991-03-29,83,,{us}
16281,Creepshow,,1982,1982-11-10,120,107725,{us}
16288,Creepshow 2,,1987,1987-05-01,92,107725,{us}
16297,Avec les félicitations du jury,With Honors,1994,1994-04-29,103,,{us}
16314,Ninja Kids : Les 3 Ninjas,3 Ninjas,1992,1992-08-07,96,71458,{us}
16363,La Cage aux poules,The Best Little Whorehouse in Texas,1982,1982-07-23,114,,{us}
16638,Le Cid,El Cid,1961,1961-10-24,175,,"{it,us}"
16642,Les Moissons du ciel,Days of Heaven,1978,1978-09-13,94,,{us}
16769,Nashville Lady,Coal Miner's Daughter,1980,1980-03-07,124,,{us}
16780,Massacre à la tronçonneuse : La nouvelle génération,The Return of the Texas Chainsaw Massacre,1995,1995-09-22,94,111751,{us}
16814,Les fous de la pub,Crazy People,1990,1990-04-13,90,,{us}
16820,"F/X2, effets très spéciaux",F/X2,1991,1991-04-16,108,171439,{us}
16858,Que le spectacle commence !,All That Jazz,1979,1979-12-16,123,,{us}
16938,Black Christmas,Black Christmas,1974,1974-10-11,98,,{ca}
17006,I'm Gonna Git You Sucka,,1988,1988-11-10,88,,{us}
17102,"Dracula, prince des ténèbres",,,,90,123724,{gb}
17169,Ça va cogner…,Any Which Way You Can,1980,1980-12-17,110,168182,{us}
17258,Le dragueur,The Pick-up Artist,1987,1987-09-18,81,,{us}
17277,La Chute de l'Empire romain,The Fall of the Roman Empire,1964,1964-03-24,187,,{us}
17339,L'ouragan vient de Navarone,Force 10 from Navarone,1978,1978-08-16,114,366826,"{gb,us}"
17360,À nous la victoire,Escape to Victory,1981,1981-06-17,116,,"{it,gb,us}"
17362,Loverboy,,1989,1989-04-28,98,,{us}
17365,À cause d'un assassinat,The Parallax View,1974,1974-06-14,102,,{us}
17381,Le gang des BMX,BMX Bandits,1983,1983-12-29,92,,{au}
17465,Youngblood,,1986,1986-01-31,110,,{us}
17466,Coups pour coups,Death Warrant,1990,1990-09-14,89,,"{ca,us}"
17496,Urban Cowboy,,1980,1980-06-06,129,,{us}
17529,Cent dollars pour un shérif,True Grit,1969,1969-06-11,128,584320,{us}
17538,Une bible et un fusil,Rooster Cogburn,1975,1975-11-01,107,584320,{us}
17692,Les dents de la mer 3,Jaws 3-D,1983,1983-12-21,98,2366,{us}
17796,La Cité des monstres,Freaked,1993,1993-09-11,86,,{us}
17819,Son Alibi,Her Alibi,1989,1989-02-03,94,,{us}
18009,Leprechaun 2,Leprechaun 2,1994,1994-04-08,85,19285,{us}
18011,Leprechaun 5 - La malédiction,Leprechaun in the Hood,2000,2000-03-28,90,19285,{us}
18097,Fantasia chez les ploucs,Fantasia chez les ploucs,1971,1971-01-15,100,,"{fr,it}"
18133,The Program,,1993,1993-09-24,113,,{us}
18169,À propos d'hier soir,About Last Night...,1986,1986-07-02,113,,{us}
18172,L'Esprit d'équipe,All the Right Moves,1983,1983-10-21,91,,{us}
18196,La Sentinelle des maudits,The Sentinel,1977,1977-01-07,93,,{us}
18197,À bout de course,Running on Empty,1988,1988-09-09,116,,{us}
18209,Fantasmes,Bedazzled,1967,1967-10-30,103,,{gb}
18214,Black Eagle : L'arme absolue,Black Eagle,1988,1988-05-01,93,,{us}
18282,"Un été fou, fou, fou",One Crazy Summer,1986,1986-08-08,93,,{us}
18298,Les Rois mages,Les Rois mages,2001,2001-12-12,90,,{fr}
18331,Docteur Jerry et Mister Love,The Nutty Professor,1963,1963-06-04,107,,{us}
18387,Graffiti party,Big Wednesday,1978,1978-05-26,120,,{us}
18391,Hold-up en jupons,Easy Money,1983,1983-08-19,95,,{us}
18395,Exit to Eden,,1994,1994-10-14,113,,{us}
18406,Les anges du mal,Chained Heat,1983,1983-05-27,95,643572,"{de,us}"
18410,Projet X,Project X,1987,1987-04-17,107,,{us}
18419,3 zéros,3 zéros,2002,2002-04-24,97,,"{cn,fr}"
18457,Le Boulet,Le Boulet,2002,2002-04-10,107,,"{fr,gb}"
18477,La colline a des yeux 2,The Hills Have Eyes Part 2,1985,1985-08-02,86,267922,"{gb,us}"
18502,The Stuff,,1985,1985-06-14,87,,{us}
18628,Alexandre le Bienheureux,Alexandre le bienheureux,1968,1968-02-09,100,,{fr}
18835,Le collège s'envoie en l'air,Private School,1983,1983-06-29,89,,{us}
18905,L'homme des cavernes,Caveman,1981,1981-04-17,91,,"{mx,us}"
18988,Le lion en hiver,The Lion in Winter,1968,1968-10-30,135,,{gb}
19086,Delta Force 2,Delta Force 2: The Colombian Connection,1990,1990-08-24,117,126166,{us}
19114,Un amour infini,Endless Love,1981,1981-07-17,116,,{us}
19123,La Chèvre,,1981,1981-12-09,90,,"{fr,mx}"
19174,Dolemite,Dolemite,1975,1975-04-26,90,405256,{us}
19185,La Nuit des morts-vivants,Night of the Living Dead,1990,1990-10-19,92,,{us}
19204,L'Au-Delà,...E tu vivrai nel terrore! L'aldilà,1981,1981-04-29,87,923500,{it}
19286,Leprechaun 3 : À Las Vegas,Leprechaun 3,1995,1995-07-04,93,19285,{us}
19287,Leprechaun 4 : Destination cosmos,Leprechaun 4: In Space,1996,1996-12-25,95,19285,{us}
19288,Leprechaun 6 - Le retour,Leprechaun: Back 2 tha Hood,2003,2003-12-30,90,19285,{us}
19345,La Veuve noire,Black Widow,1987,1987-02-06,102,,{us}
19382,Biloxi Blues,,1988,1988-03-25,106,979674,{us}
19384,Dark Angel,,1990,1990-01-26,92,,{us}
19494,Comment se débarrasser de son patron,Nine to Five,1980,1980-12-18,110,,{us}
19606,Les aventuriers du bout du monde,High Road to China,1983,1983-03-18,105,,"{hk,us,yu}"
19736,Baby : Le Secret de la légende oubliée,Baby: Secret of the Lost Legend,1985,1985-03-22,95,,{us}
19761,Saturn 3,,1980,1980-02-15,95,,{gb}
19855,À chacun sa guerre,The War,1994,1994-11-04,127,,{us}
19971,La Petite Fille au bout du chemin,The Little Girl Who Lives Down the Lane,1976,1976-12-25,91,,"{ca,fr}"
20220,Les 1001 nuits,,1990,1990-04-11,98,,"{de,fr,it}"
20242,Une chance pas croyable,Outrageous Fortune,1987,1987-01-30,100,,{us}
20287,Extrême Préjudice,Extreme Prejudice,1987,1987-04-24,96,,{us}
20416,Les Grands Fonds,The Deep,1977,1977-06-17,124,,"{gb,us}"
20481,Cabal,Nightbreed,1990,1990-02-16,102,,{us}
20681,Les Chiens de guerre,The Dogs of War,1980,1980-12-17,104,,{gb}
20701,"Darkside, les contes de la nuit noire",Tales from the Darkside: The Movie,1990,1990-05-03,93,,{us}
20815,La Servante écarlate,The Handmaid's Tale,1990,1990-02-15,109,,"{de,us}"
20858,8 millions de façons de mourir,8 Million Ways to Die,1986,1986-04-25,115,,{us}
21219,Les Indomptés,Mobsters,1991,1991-07-26,104,,{us}
21309,Le Fleuve de la mort,River's Edge,1986,1986-08-27,99,,{us}
21332,À toute vitesse,Quicksilver,1986,1986-02-14,105,,{us}
21352,"André, mon meilleur copain !",Andre,1994,1994-08-17,94,,{us}
21380,Virus cannibale,Virus,1982,1982-11-10,96,,"{it,es}"
21484,Possession,,1981,1981-05-27,122,,"{fr,de}"
21512,Le Sang des héros,The Blood of Heroes,1989,1989-10-19,100,,"{us,au}"
21519,Le Marin des mers de Chine,A計劃,1983,1983-12-22,106,189159,{hk}
21521,Le Marin des mers de Chine 2,A計劃續集,1987,1987-07-25,102,189159,{hk}
21629,Faut s'faire la malle,Stir Crazy,1980,1980-12-12,111,,{us}
21666,Yanks,,1979,1979-09-01,138,,"{de,gb,us}"
21733,Dragons Forever,飛龍猛將,1988,1988-02-11,102,,{hk}
21779,"Matt Helm, agent très spécial",The Silencers,1966,1966-02-18,102,157890,{us}
21799,Apprenti Tueur,Cutting Class,1989,1989-07-01,91,,{us}
21873,Veux-tu être mon garde du corps?,My Bodyguard,1980,1980-07-11,96,,{us}
21874,Looker,Looker,1981,1981-10-30,93,,{us}
21949,Trouble Man,Trouble Man,1972,1972-11-01,99,,{us}
22021,"Coffy, la panthère noire de Harlem",Coffy,1973,1973-06-13,90,,{us}
22029,"Black Cesar, le parrain de Harlem",Black Caesar,1973,1973-02-07,94,534652,{us}
22048,Foxy Brown,Foxy Brown,1974,1974-04-05,91,,{us}
22160,Contre toute attente,Against All Odds,1984,1984-03-02,128,,{us}
22183,Angélique et le Roy,Angélique et le Roy,1966,1966-01-31,100,91813,"{fr,it,de}"
22240,Ripoux contre ripoux,Ripoux contre Ripoux,1990,1990-02-07,105,238448,{fr}
22311,Une poignée de salopards,Quel maledetto treno blindato,1978,1978-02-08,98,,{it}
22317,Jack l'Éclair,Lightning Jack,1994,1994-03-11,98,,"{au,us}"
22578,Dédales,Dédales,2003,2003-09-09,100,,"{be,fr}"
22650,Mélodie en sous-sol,,1963,1963-03-19,117,,"{fr,it}"
22826,Le Monstre,Il mostro,1994,1994-10-22,111,,"{it,fr}"
22832,Ninja Assassin,Ninja Assassin,2009,2009-09-29,99,,"{fr,de,us}"
23330,Un nommé Cable Hogue,The Ballad of Cable Hogue,1970,1970-03-18,116,,{us}
23483,Kick-Ass,Kick-Ass,2010,2010-03-22,117,179892,"{gb,us}"
23587,Vigilante,,1982,1982-05-18,90,,{us}
23761,Communion Sanglante (Alice Douce Alice),"Alice, Sweet Alice",1976,1976-11-13,107,,{us}
23942,Paradise,,1982,1982-03-12,100,,{ca}
23943,Zip ! Le surdoué de la promo,Zapped!,1982,1982-07-23,98,137766,{us}
24070,Joyeux Noël,Mixed Nuts,1994,1994-12-21,97,,{us}
24099,Dreamscape,,1984,1984-08-15,99,,{us}
24100,Le Petit Vampire,The Little Vampire,2000,2000-10-27,95,,"{de,nl,us}"
24229,À bout portant,The Killers,1964,1964-07-07,93,,{us}
24248,Barabbas,,1961,1961-12-23,145,,"{us,it}"
24260,Inspecteur La Bavure,Inspecteur La Bavure,1980,1980-12-03,100,,{fr}
24274,Réincarnations,Dead & Buried,1981,1981-05-29,94,,{us}
24583,Péril en la demeure,,1985,1985-02-13,100,,{fr}
24679,Bird,,1988,1988-06-01,161,,{us}
24742,Une amie qui vous veut du bien,Secret Admirer,1985,1985-06-14,90,,{us}
24750,C'était demain,Time After Time,1979,1979-09-28,112,,{us}
24795,Angels : Une Équipe aux Anges,Angels in the Outfield,1994,1994-07-15,102,508334,{us}
24803,Julie & Julia,Julie & Julia,2009,2009-08-06,123,,{us}
24808,La Foire des ténèbres,Something Wicked This Way Comes,1983,1983-04-29,95,,{us}
24825,La Fureur du Juste,The Octagon,1980,1980-08-14,104,,{us}
24873,Le justicier de New York,Death Wish 3,1985,1985-11-01,94,14377,{us}
24929,Le retour des morts vivants II,Return of the Living Dead: Part II,1988,1988-05-04,89,101471,{us}
24951,Jessie et le petit renne du Père Noël,Prancer,1989,1989-11-17,99,534531,"{ca,us}"
25018,Leatherface : Massacre à la tronçonneuse 3,Leatherface: The Texas Chainsaw Massacre III,1990,1990-01-12,82,111751,{us}
25095,Les Hauts de Hurlevent,Wuthering Heights,1982,1982-10-16,102,,"{gb,us}"
25188,La Dernière Séance,The Last Picture Show,1971,1971-10-03,118,751961,{us}
25253,Les Tontons flingueurs,,1963,1963-11-27,105,,"{fr,de,it}"
25468,My Dinner with André,My Dinner with Andre,1981,1981-10-11,111,,{us}
25497,Un lundi trouble,Stormy Monday,1988,1988-05-01,93,,"{gb,us}"
25528,American Ninja 4 - Force de frappe,American Ninja 4: The Annihilation,1990,1990-10-30,99,91945,{us}
25553,Le Dernier Train du Katanga,Dark of the Sun,1968,1968-02-08,100,,{gb}
25562,La télé lave plus propre,Soapdish,1991,1991-05-31,97,,{us}
25566,Ragtime,,1981,1981-11-20,155,,{us}
25678,Le ninja blanc,American Ninja 2: The Confrontation,1987,1987-07-22,90,91945,{us}
25682,American Ninja 3 : La chasse sanglante,American Ninja 3: Blood Hunt,1989,1989-02-24,89,91945,"{us,ca,za}"
25684,American ninja 5,American Ninja 5,1993,1993-04-02,102,91945,{us}
25706,Brain Smasher... A Love Story,,1993,1993-11-17,88,,{}
25748,Les Démons du maïs 2 : Le sacrifice final,Children of the Corn II: The Final Sacrifice,1992,1992-01-29,92,115225,{us}
25943,Un Ange... ou presque,Almost an Angel,1990,1990-12-21,95,,{us}
26127,Au dessus de la loi,Joshua Tree,1993,1993-04-08,106,,{us}
26156,Hiding Out,,1987,1987-11-06,98,,{us}
26178,Razorback,Razorback,1984,1984-04-19,95,,{au}
26185,Un silencieux au bout du canon,McQ,1974,1974-01-04,111,,{us}
26196,Dynamite Jones,Cleopatra Jones,1973,1973-07-13,89,452675,{us}
26263,Le justicier braque les dealers,Death Wish 4: The Crackdown,1987,1987-06-11,99,14377,{us}
26271,Live Nude Girls,,1995,1995-12-08,95,,{us}
26325,"Tarzan, l'homme singe",Tarzan the Ape Man,1981,1981-08-07,107,,{us}
26337,Lune rouge,China Moon,1994,1994-03-04,99,,{us}
26355,Et si on le gardait ?,For Keeps,1988,1988-01-15,98,,{us}
26444,Chasse à mort,Death Hunt,1981,1981-04-15,97,,"{hk,us}"
26515,Pumpkinhead - Le Démon d'Halloween,Pumpkinhead,1988,1988-06-09,86,123256,{us}
26522,A Soldier's Story,,1984,1984-09-14,101,,{us}
26626,Une virée d'enfer,Glory Daze,1995,1995-10-01,113,,{us}
26672,Le voleur et le cordonnier,The Thief and the Cobbler,1993,1993-09-23,72,,"{ca,gb,us}"
26789,Sans pitié,No Mercy,1986,1986-12-19,108,,{us}
26978,Le Guerrier de l'espace : Aventures en zone interdite,Spacehunter: Adventures in the Forbidden Zone,1983,1983-05-20,90,,{us}
26984,Babes in Toyland,,1986,1986-12-19,95,,"{de,us}"
27085,Le 6e Continent,,,,90,211753,"{gb,us}"
27214,Amityville III : Le démon,Amityville 3-D,1983,1983-11-18,93,397842,{us}
27352,Portés disparus 3,Braddock: Missing in Action III,1988,1988-01-22,101,46512,{us}
27381,Innocent Blood,"",1992,1992-09-25,112,,{us}
27418,Un flic à Chicago,Next of Kin,1989,1989-10-20,108,,{us}
27430,Touchez pas au grisbi,,1954,1954-03-17,94,,"{fr,it}"
27578,Expendables : Unité spéciale,The Expendables,2010,2010-08-03,105,126125,"{bg,us}"
27591,Le Continent oublié,The People That Time Forgot,1977,1977-07-06,90,211753,"{gb,us}"
27679,D.C. Cab,,1983,1983-12-16,100,,{}
27738,Russkies,,1987,1987-11-06,98,,{us}
27769,Vengeance Diabolique,Sometimes They Come Back,1991,1991-05-07,98,168545,{us}
27793,L'Histoire sans fin 3 : Retour à Fantasia,The NeverEnding Story III,1994,1994-10-26,95,91430,"{de,us}"
27905,Le Continent des hommes-poissons,L'isola degli uomini pesce,1979,1979-01-18,93,842877,{it}
27958,Cruising : La Chasse,Cruising,1980,1980-02-15,102,,"{de,us}"
27983,"Les tiens, les miens, le nôtre","Yours, Mine and Ours",1968,1968-04-24,111,,{us}
28043,Les Trois visages de la peur,I tre volti della paura,1963,1963-08-17,95,,"{fr,it}"
28145,On achève bien les chevaux,"They Shoot Horses, Don't They?",1969,1969-12-10,129,,{us}
28176,Tucker : l'homme et son rêve,Tucker: The Man and His Dream,1988,1988-08-12,111,,{us}
28190,L'Auberge rouge,L'Auberge rouge,1951,1951-10-19,98,,{fr}
28313,Losing Isaiah : Les chemins de l'amour,Losing Isaiah,1995,1995-03-17,106,,{us}
28368,Jardins de pierre,Gardens of Stone,1987,1987-05-05,111,,{us}
28370,Date With an Angel,,1987,1987-11-20,105,,{us}
28569,La Fièvre dans le sang,Splendor in the Grass,1961,1961-10-10,120,,{us}
28597,Junior le terrible 2,Problem Child 2,1991,1991-07-03,90,180854,{us}
28601,Junior le terrible 3,Problem Child 3,1995,1995-05-13,87,180854,{us}
28761,"Chasseur blanc, cœur noir","White Hunter, Black Heart",1990,1990-05-16,112,,{us}
28762,Waxwork II : Perdu dans le temps,Waxwork II: Lost in Time,1992,1992-05-11,104,126220,{us}
28794,La Maison près du cimetière,Quella villa accanto al cimitero,1981,1981-08-14,87,923500,{it}
28881,Wind,,1992,1992-09-11,126,,{us}
28893,La Galaxie de la terreur,Galaxy of Terror,1981,1981-10-01,81,,{us}
29005,John McCabe,McCabe & Mrs. Miller,1971,1971-06-24,116,,{us}
29154,Envers et contre tous,Stand and Deliver,1988,1988-03-11,103,,{us}
29161,Phenomena,,1985,1985-01-25,105,,"{it,ch}"
29355,Femme de choc,Wildcats,1986,1986-02-14,106,,{us}
29748,Une messe pour Dracula,Taste the Blood of Dracula,1970,1970-05-07,96,123724,{gb}
29778,Dracula et les femmes,Dracula Has Risen from the Grave,1968,1968-11-07,92,123724,{gb}
29805,Terreur sur le Britannic,Juggernaut,1974,1974-09-25,105,,{gb}
30163,Les Fugitifs,,1986,1986-12-17,89,,{fr}
30175,Morgan Stewart's Coming Home,,1987,1987-02-20,92,,{us}
30421,Histoires de fantômes chinois,倩女幽魂,1987,1987-07-18,98,9046,{hk}
30566,"Blacula, le vampire noir",Blacula,1972,1972-08-25,93,201930,{us}
30890,Radio Days,,1987,1987-01-30,88,,{us}
30943,Aussi profond que l'océan,The Deep End of the Ocean,1999,1999-03-12,108,,{us}
31052,Voyageur malgré lui,The Accidental Tourist,1988,1988-12-23,121,,{us}
31121,Shampoo,,1975,1975-02-11,110,,{us}
31264,Ator l'invincibile 2,Ator l'invincibile 2,1982,1982-12-13,92,48194,{it}
31270,Les Barbouzes,Les Barbouzes,1964,1964-12-10,105,,"{fr,it}"
31283,Un Colt Pour 3 Salopards,Hannie Caulder,1971,1971-11-08,82,,{gb}
31357,Où sont les hommes ?,Waiting to Exhale,1995,1995-12-22,123,,{us}
31417,Les Yeux sans visage,,1960,1960-01-11,88,,"{fr,it}"
31503,My Boyfriend's Back,,1993,1993-08-06,85,,{us}
31578,Petits cauchemars avant la nuit,Body Bags,1993,1993-08-08,91,,{us}
31583,Kill me again,Kill Me Again,1989,1989-10-27,94,,{us}
31586,L'irrésistible North,North,1994,1994-07-22,87,,{us}
31602,La Poursuite impitoyable,The Chase,1966,1966-02-18,132,,{us}
31606,Opération crépuscule,The Package,1989,1989-01-25,108,,{us}
