IdAlbum  ,ISBN              ,Serie                                               ,Num       ,NumA           ,Titre                                                 ,Editeur                     ,Collection                           ,EO       ,DL         ,AI      ,Cote ,Scenariste                ,Dessinateur              
6636     ,2-87764-879-6     ,"Léo Loden"                                         ,11        ,""             ,"Diamants noirs sur canapé"                           ,"Soleil Productions"        ,""                                   ,1        ,08/1999    ,        ,12   ,"Arleston, Scotch"        ,"Carrère, Serge"         
6637     ,2-87764-908-3     ,"Léo Loden"                                         ,12        ,""             ,"Tirs à vue"                                          ,"Soleil Productions"        ,""                                   ,1        ,11/1999    ,        ,     ,"Arleston, Scotch"        ,"Carrère, Serge"         
6638     ,2-84565-010-8     ,"Léo Loden"                                         ,13        ,""             ,"Bretzel f@tal"                                       ,"Soleil Productions"        ,""                                   ,1        ,11/2000    ,        ,     ,"Arleston, Scotch"        ,"Carrère, Serge"         
54715    ,2803621312        ,"Léonard"                                           ,5         ,"Ind2006"      ,"Génie à toute heure"                                 ,"Le Lombard"                ,"Les Indispensables de la BD (2006)" ,0        ,01/2006    ,00/0000 ,     ,"De Groot, Bob"           ,"Turk"                   
20061    ,2205025082        ,"Léonard"                                           ,10        ,""             ,"La guerre des génies"                                ,"Dargaud"                   ,""                                   ,1        ,10/1983    ,09/1983 ,     ,"De Groot, Bob"           ,"Turk"                   
49413    ,2803615312        ,"Léonard"                                           ,12        ,"b2000"        ,"Trait de génie"                                      ,"Le Lombard"                ,""                                   ,0        ,04/2000    ,00/0000 ,     ,"De Groot, Bob"           ,"Turk"                   
228      ,2205031201        ,"Léonard"                                           ,14        ,""             ,"Le poids du génie"                                   ,"Dargaud"                   ,""                                   ,1        ,10/1986    ,00/0000 ,     ,"De Groot, Bob"           ,"Turk"                   
229      ,2205033409        ,"Léonard"                                           ,15        ,""             ,"Crie, ô, génie !"                                    ,"Dargaud"                   ,""                                   ,1        ,03/1987    ,00/0000 ,     ,"De Groot, Bob"           ,"Turk"                   
8601     ,2-84055-506-9     ,"Little Big Joe"                                    ,1         ,""             ,"Des hommes à genoux"                                 ,"Delcourt"                  ,"Humour de rire"                     ,1        ,02/2001    ,12/2000 ,     ,"Lupano, Wilfrid"         ,"Campoy, Frédéric"       
4015     ,                  ,"Lucky Luke"                                        ,17        ,""             ,"Sur la piste des Dalton"                             ,"Dupuis"                    ,""                                   ,1        ,01/1962    ,        ,120  ,"Goscinny, René"          ,"Morris"                 
249145   ,9782800165189     ,"Lucky Luke"                                        ,19        ,"z.Été2015"    ,"Les Rivaux de Painful Gulch"                         ,"Dupuis"                    ,"L'été BD - 2015"                    ,0        ,05/1993    ,00/0000 ,     ,"Goscinny, René"          ,"Morris"                 
73710    ,2800114622        ,"Lucky Luke"                                        ,22        ,"d2006"        ,"Les Dalton dans le blizzard"                         ,"Dupuis"                    ,""                                   ,0        ,01/1986    ,03/2006 ,     ,"Goscinny, René"          ,"Morris"                 
5966     ,                  ,"Lucky Luke"                                        ,31        ,""             ,"Tortillas pour les Dalton"                           ,"Dupuis"                    ,""                                   ,1        ,01/1967    ,        ,30   ,"Goscinny, René"          ,"Morris"                 
255      ,                  ,"Lucky Luke"                                        ,32        ,""             ,"La diligence"                                        ,"Dargaud"                   ,""                                   ,1        ,04/1968    ,        ,40   ,"Goscinny, René"          ,"Morris"                 
43310    ,                  ,"Lucky Luke"                                        ,34        ,""             ,"Dalton City"                                         ,"Lombard"                   ,""                                   ,1        ,01/1969    ,        ,80   ,"Goscinny, René"          ,"Morris"                 
126513   ,2205058584        ,"Lucky Luke"                                        ,38        ,"Ind2006"      ,"Ma Dalton"                                           ,"Lucky Comics"              ,"Les Indispensables de la BD (2006)" ,0        ,01/2006    ,12/2005 ,     ,"Goscinny, René"          ,"Morris"                 
218413   ,9782884710275     ,"Lucky Luke"                                        ,39        ,"c2012"        ,"Chasseur de Prime"                                   ,"Lucky Comics"              ,""                                   ,0        ,01/2012    ,00/0000 ,     ,"Goscinny, René"          ,"Morris"                 
98019    ,2884710053        ,"Lucky Luke"                                        ,41        ,"d2000"        ,"L'héritage de Rantanplan"                            ,"Lucky Comics"              ,""                                   ,0        ,12/1999    ,        ,     ,"Goscinny, René"          ,"Morris"                 
5976     ,2205009206        ,"Lucky Luke"                                        ,44        ,""             ,"La guérison des Dalton"                              ,"Dargaud"                   ,""                                   ,1        ,07/1975    ,        ,15   ,"Goscinny, René"          ,"Morris"                 
32375    ,2205022253        ,"Lucky Luke"                                        ,49        ,""             ,"Sarah Bernhardt"                                     ,"Dargaud"                   ,""                                   ,1        ,03/1982    ,02/1982 ,12   ,"Fauche, Xavier"          ,"Morris"                 
43053    ,2205020234        ,"Lucky Luke"                                        ,50        ,""             ,"La corde du pendu et autres histoires"               ,"Dargaud"                   ,""                                   ,1        ,06/1982    ,05/1982 ,12   ,"Dom Domi"                ,"Morris"                 
5985     ,2-205-02493-0     ,"Lucky Luke"                                        ,52        ,""             ,"Fingers"                                             ,"Dargaud"                   ,""                                   ,1        ,09/1983    ,08/1983 ,12   ,"Hartog Van Banda, Lo"    ,"Morris"                 
5987     ,2-205-03043-4     ,"Lucky Luke"                                        ,54        ,""             ,"La fiancée de Lucky Luke"                            ,"Dargaud"                   ,""                                   ,1        ,11/1985    ,        ,9    ,"Vidal, Guy"              ,"Morris"                 
5089     ,2940012601        ,"Lucky Luke"                                        ,64        ,""             ,"Kid Lucky"                                           ,"Lucky Productions"         ,""                                   ,1        ,04/1995    ,04/1995 ,12   ,"Léturgie, Jean"          ,"Pearce"                 
334826   ,9782818945155     ,"Lumières de l'aérotrain (Les)"                     ,          ,""             ,"Les lumières de l'aérotrain"                         ,"Bamboo Édition"            ,"Grand Angle"                        ,1        ,06/2018    ,        ,     ,"Ducoudray, Aurélien"     ,"Corgié, Johann"         
3075     ,2-87764-906-7     ,"Maître du hasard (Le)"                             ,1         ,""             ,"Paris"                                               ,"Soleil Productions"        ,""                                   ,1        ,04/2001    ,        ,     ,"Djian, Jean-Blaise"      ,"Cellier, Jean-François" 
848      ,2-87764-092-2     ,"Maîtres cartographes (Les)"                        ,1         ,""             ,"Le monde de la cité"                                 ,"Soleil Productions"        ,"Soleil de nuit"                     ,1        ,02/1992    ,        ,24   ,"Arleston, Scotch"        ,"Glaudel, Paul"          
849      ,2-87764-129-5     ,"Maîtres cartographes (Les)"                        ,2         ,""             ,"Le glyphe du bouffon"                                ,"Soleil Productions"        ,"Soleil de nuit"                     ,1        ,11/1992    ,        ,16   ,"Arleston, Scotch"        ,"Glaudel, Paul"          
850      ,2-87764-161-9     ,"Maîtres cartographes (Les)"                        ,3         ,""             ,"Les tours du Floovant"                               ,"Soleil Productions"        ,"Soleil de nuit"                     ,1        ,03/1994    ,        ,14   ,"Arleston, Scotch"        ,"Glaudel, Paul"          
936      ,2-87764-385-9     ,"Maîtres cartographes (Les)"                        ,4         ,""             ,"L'éclat de Camerlot"                                 ,"Soleil Productions"        ,"Soleil de nuit"                     ,1        ,11/1996    ,        ,     ,"Arleston, Scotch"        ,"Glaudel, Paul"          
1585     ,2-87764-811-7     ,"Maîtres cartographes (Les)"                        ,5         ,""             ,"Le cri du Plouillon"                                 ,"Soleil Productions"        ,""                                   ,1        ,03/1999    ,        ,     ,"Arleston, Scotch"        ,"Glaudel, Paul"          
6052     ,2-869-67861-4     ,"Malek Sliman"                                      ,1         ,""             ,"Pax Massilia"                                        ,"Vents d'Ouest"             ,""                                   ,1        ,05/2000    ,        ,     ,"Falba, Bruno"            ,"Di Martino, Richard"    
6032     ,2-869-67931-9     ,"Malek Sliman"                                      ,2         ,""             ,"A un de ces quatre"                                  ,"Vents d'Ouest"             ,""                                   ,1        ,05/2001    ,        ,     ,"Falba, Bruno"            ,"Di Martino, Richard"    
9529     ,2-84565-062-0     ,"Manuscrits de Sang (Les)"                          ,1         ,""             ,"Fouilles Mortelles"                                  ,"Soleil Productions"        ,""                                   ,1        ,11/2000    ,        ,     ,"Latil, Dominique"        ,"Julié, Alain"           
1253     ,2-87764-661-0     ,"Marlysa"                                           ,1         ,""             ,"Le masque"                                           ,"Soleil Productions"        ,""                                   ,1        ,06/1998    ,        ,20   ,"Gaudin, Jean-Charles"    ,"Danard, Jean-Pierre"    
1651     ,2-87764-846-X     ,"Marlysa"                                           ,2         ,""             ,"L'ombre de Dompour"                                  ,"Soleil Productions"        ,""                                   ,1        ,05/1999    ,        ,14   ,"Gaudin, Jean-Charles"    ,"Danard, Jean-Pierre"    
2109     ,2-84565-022-1     ,"Marlysa"                                           ,3         ,""             ,"L'autre côté"                                        ,"Soleil Productions"        ,""                                   ,1        ,12/2000    ,        ,20   ,"Gaudin, Jean-Charles"    ,"Danard, Jean-Pierre"    
276      ,295021122         ,"Marsupilami"                                       ,3         ,""             ,"Mars le noir"                                        ,"Marsu Productions"         ,""                                   ,1        ,03/1989    ,        ,     ,"Yann"                    ,"Batem"                  
278      ,2908462036        ,"Marsupilami"                                       ,5         ,""             ,"Baby Prinz"                                          ,"Marsu Productions"         ,""                                   ,1        ,10/1990    ,00/0000 ,     ,"Yann"                    ,"Batem"                  
279      ,2908462257        ,"Marsupilami"                                       ,6         ,""             ,"Fordlandia"                                          ,"Marsu Productions"         ,""                                   ,1        ,11/1991    ,        ,     ,"Yann"                    ,"Batem"                  
253575   ,9782344000564     ,"Meutes"                                            ,1         ,""             ,"Lune rouge"                                          ,"Glénat"                    ,""                                   ,1        ,10/2015    ,08/2015 ,     ,"Dufaux, Jean"            ,"Boiscommun, Olivier"    
265204   ,9782344007679     ,"Meutes"                                            ,2         ,""             ,"Lune rouge"                                          ,"Glénat"                    ,""                                   ,1        ,01/2016    ,12/2015 ,     ,"Dufaux, Jean"            ,"Boiscommun, Olivier"    
6142     ,2-87129-305-8     ,"Mic Mac Adam (Les nouvelles aventures de)"         ,1         ,""             ,"Les amants décapités"                                ,"Dargaud"                   ,""                                   ,1        ,09/2001    ,        ,     ,"Brunschwig, Luc"         ,"Benn"                   
19707    ,2-87129-461-5     ,"Mic Mac Adam (Les nouvelles aventures de)"         ,2         ,""             ,"Le roi barbare"                                      ,"Dargaud"                   ,""                                   ,1        ,10/2002    ,        ,     ,"Brunschwig, Luc"         ,"Benn"                   
226062   ,9782848018690     ,"Mortelle Adèle"                                    ,3         ,"a"            ,"C'est pas ma faute !"                                ,"Tourbillon"                ,"Globulle"                           ,1        ,           ,        ,     ,"Mr Tan"                  ,"Miss Prickly"           
228175   ,2848018410        ,"Mortelle Adèle"                                    ,6         ,""             ,"Un talent monstre !"                                 ,"Tourbillon"                ,"Globulle"                           ,1        ,09/2013    ,        ,     ,"Mr Tan"                  ,"Miss Prickly"           
589      ,2-84055-005-9     ,"Nef des fous (La)"                                 ,1         ,""             ,"Eauxfolles"                                          ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,02/1993    ,01/1993 ,172  ,"Turf"                    ,"Turf"                   
590      ,2-84055-025-3     ,"Nef des fous (La)"                                 ,2         ,""             ,"Pluvior 627"                                         ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,08/1994    ,07/1994 ,48   ,"Turf"                    ,"Turf"                   
950      ,2-84055-129-2     ,"Nef des fous (La)"                                 ,3         ,""             ,"Turbulences"                                         ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,02/1997    ,01/1997 ,25   ,"Turf"                    ,"Turf"                   
2146     ,2-84055-456-9     ,"Nef des fous (La)"                                 ,4         ,""             ,"Au turf"                                             ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,02/2001    ,12/2000 ,     ,"Turf"                    ,"Turf"                   
46331    ,2-84055-838-6     ,"Nef des fous (La)"                                 ,5         ,""             ,"Puzzle"                                              ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,04/2005    ,03/2005 ,     ,"Turf"                    ,"Turf"                   
60764    ,978-2-7560-0187-6 ,"Nef des fous (La)"                                 ,6         ,""             ,"Les Chemins énigmatiques"                            ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,02/2007    ,01/2007 ,     ,"Turf"                    ,"Turf"                   
82677    ,978-2-7560-1069-4 ,"Nef des fous (La)"                                 ,7         ,""             ,"Terminus"                                            ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,02/2009    ,01/2009 ,     ,"Turf"                    ,"Turf"                   
1129     ,2-908703-96-3     ,"Nemesis (Ange/Janolle)"                            ,1         ,""             ,"Level eleven"                                        ,"Le Téméraire"              ,"Griffe"                             ,1        ,11/1997    ,        ,20   ,"Ange"                    ,"Janolle, Alain"         
1496     ,2-84399-040-8     ,"Nemesis (Ange/Janolle)"                            ,2         ,""             ,"Babalon working"                                     ,"Le Téméraire"              ,""                                   ,1        ,01/1999    ,12/1998 ,20   ,"Ange"                    ,"Janolle, Alain"         
2007     ,2-87764-993-8     ,"Nemesis (Ange/Janolle)"                            ,3         ,""             ,"Critical Mass"                                       ,"Soleil Productions"        ,""                                   ,1        ,07/2000    ,        ,     ,"Ange"                    ,"Janolle, Alain"         
8605     ,2-84565-163-5     ,"Nemesis (Ange/Janolle)"                            ,4         ,""             ,"Nanotech"                                            ,"Soleil Productions"        ,""                                   ,1        ,01/2002    ,        ,     ,"Ange"                    ,"Janolle, Alain"         
1836     ,280361412X        ,"Niklos Koda"                                       ,1         ,""             ,"À l'arrière des berlines"                            ,"Le Lombard"                ,"Troisième Vague"                    ,1        ,10/1999    ,        ,15   ,"Dufaux, Jean"            ,"Grenson, Olivier"       
2628     ,2-80361-619-X     ,"Odilon Verjus (Les exploits d')"                   ,5         ,""             ,"Breiz Atao"                                          ,"Le Lombard"                ,"Troisième degré"                    ,1        ,04/2001    ,        ,     ,"Yann"                    ,"Verron, Laurent"        
19720    ,2-8036-1769-2     ,"Odilon Verjus (Les exploits d')"                   ,6         ,""             ,"Vade rétro Hollywood !"                              ,"Le Lombard"                ,"Troisième degré"                    ,1        ,10/2002    ,        ,     ,"Yann"                    ,"Verron, Laurent"        
48514    ,2872653031        ,"Olivier Rameau"                                    ,3         ,"d2005"        ,"Le Château des 4 Lunes"                              ,"Joker Editions"            ,""                                   ,0        ,07/2005    ,        ,     ,"Greg"                    ,"Dany"                   
8476     ,2.8696.7965.3     ,"Pandora (Stoffel/Allart)"                          ,1         ,""             ,"Le Régent fou"                                       ,"Vents d'Ouest"             ,""                                   ,1        ,09/2001    ,        ,     ,"Stoffel, Éric"           ,"Allart, Thomas"         
674      ,220503457X        ,"Percevan"                                          ,6         ,""             ,"Les clefs de feu"                                    ,"Dargaud"                   ,""                                   ,1        ,04/1988    ,04/1988 ,19   ,"Léturgie, Jean"          ,"Luguy, Philippe"        
676      ,2-205-04152-5     ,"Percevan"                                          ,8         ,""             ,"La table d'Emeraude"                                 ,"Dargaud"                   ,""                                   ,1        ,03/1995    ,01/1995 ,14   ,"Léturgie, Jean"          ,"Luguy, Philippe"        
11192    ,2-86967-359-0     ,"Perdita Queen"                                     ,          ,""             ,"Griffin Dark"                                        ,"Vents d'Ouest"             ,"Gibier de potence"                  ,1        ,11/1995    ,        ,48   ,"Crisse"                  ,"Crisse"                 
3190     ,2-86967-115-5     ,"Peter Pan (Loisel)"                                ,1         ,""             ,"Londres"                                             ,"Vents d'Ouest"             ,""                                   ,1        ,11/1990    ,        ,45   ,"Loisel, Régis"           ,"Loisel, Régis"          
3194     ,2-86967-191-1     ,"Peter Pan (Loisel)"                                ,2         ,""             ,"Opikanoba"                                           ,"Vents d'Ouest"             ,""                                   ,1        ,09/1992    ,        ,27   ,"Loisel, Régis"           ,"Loisel, Régis"          
3192     ,2-86967-292-6     ,"Peter Pan (Loisel)"                                ,3         ,""             ,"Tempête"                                             ,"Vents d'Ouest"             ,""                                   ,1        ,11/1994    ,        ,27   ,"Loisel, Régis"           ,"Loisel, Régis"          
3193     ,2-86967-520-8     ,"Peter Pan (Loisel)"                                ,4         ,""             ,"Mains rouges"                                        ,"Vents d'Ouest"             ,""                                   ,1        ,09/1996    ,08/1996 ,27   ,"Loisel, Régis"           ,"Loisel, Régis"          
7929     ,2-86967-849-5     ,"Peter Pan (Loisel)"                                ,5         ,""             ,"Crochet"                                             ,"Vents d'Ouest"             ,""                                   ,1        ,01/2002    ,12/2001 ,15   ,"Loisel, Régis"           ,"Loisel, Régis"          
40086    ,2-7493-0127-0     ,"Peter Pan (Loisel)"                                ,6         ,""             ,"Destins"                                             ,"Vents d'Ouest"             ,""                                   ,1        ,10/2004    ,10/2004 ,15   ,"Loisel, Régis"           ,"Loisel, Régis"          
30449    ,2-84565-641-6     ,"Petit miracle"                                     ,1         ,""             ,"Tome I"                                              ,"Soleil Productions"        ,""                                   ,1        ,10/2003    ,        ,     ,"Mangin, Valérie"         ,"Griffo"                 
42442    ,2-84565-790-0     ,"Petit miracle"                                     ,2         ,""             ,"Tome II"                                             ,"Soleil Productions"        ,""                                   ,1        ,11/2004    ,        ,     ,"Mangin, Valérie"         ,"Griffo"                 
121051   ,9782800150062     ,"Petit Spirou présente... (Le)"                     ,1         ,"Ind2011"      ,"Mon prof de gym"                                     ,"Dupuis"                    ,"Les Indispensables de la BD (2011)" ,0        ,01/2011    ,00/0000 ,     ,"Tome"                    ,"Janry"                  
304565   ,9782369814689     ,"Petit vampire (Rue de Sèvres)"                     ,1         ,""             ,"Le serment des pirates"                              ,"Rue de Sèvres"             ,""                                   ,1        ,05/2017    ,        ,     ,"Sfar, Joann"             ,"Sfar, Joann"            
322499   ,9782369814702     ,"Petit vampire (Rue de Sèvres)"                     ,2         ,""             ,"La maison de la terreur qui fait peur"               ,"Rue de Sèvres"             ,""                                   ,1        ,01/2018    ,        ,     ,"Sfar, Joann"             ,"Sfar, Joann"            
364714   ,9782369814726     ,"Petit vampire (Rue de Sèvres)"                     ,3         ,""             ,"On ne joue pas avec la vie"                          ,"Rue de Sèvres"             ,""                                   ,1        ,04/2019    ,        ,     ,"Sfar, Joann"             ,"Sfar, Joann"            
6179     ,2-84055-339-2     ,"Petit Verglas"                                     ,1         ,""             ,"L'enfance volée"                                     ,"Delcourt"                  ,"Conquistador"                       ,1        ,04/2000    ,03/2000 ,     ,"Corbeyran, Éric"         ,"Sattouf, Riad"          
6180     ,2-84055-648-0     ,"Petit Verglas"                                     ,2         ,""             ,"La table de pierre"                                  ,"Delcourt"                  ,"Conquistador"                       ,1        ,06/2001    ,05/2001 ,     ,"Corbeyran, Éric"         ,"Sattouf, Riad"          
17227    ,2-84055-749-5     ,"Petit Verglas"                                     ,3         ,""             ,"Le pacte du naufrageur"                              ,"Delcourt"                  ,"Conquistador"                       ,1        ,06/2002    ,05/2002 ,     ,"Corbeyran, Éric"         ,"Sattouf, Riad"          
5295     ,2800110260        ,"Petits hommes (Les)"                               ,15        ,""             ,"Mosquito 417"                                        ,"Dupuis"                    ,""                                   ,1        ,04/1984    ,        ,12   ,"Hao"                     ,"Seron, Pierre"          
978      ,2-84055-127-6     ,"Poisson-clown (Le)"                                ,1         ,""             ,"Happy"                                               ,"Delcourt"                  ,"Sang Froid"                         ,1        ,04/1997    ,03/1997 ,24   ,"Chauvel, David"          ,"Simon, Fred"            
1326     ,2-84055-214-0     ,"Poisson-clown (Le)"                                ,2         ,""             ,"Christina"                                           ,"Delcourt"                  ,"Sang Froid"                         ,1        ,08/1998    ,07/1998 ,24   ,"Chauvel, David"          ,"Simon, Fred"            
1882     ,2-84055-322-8     ,"Poisson-clown (Le)"                                ,3         ,""             ,"Aidan"                                               ,"Delcourt"                  ,"Sang Froid"                         ,1        ,01/2000    ,12/1999 ,15   ,"Chauvel, David"          ,"Simon, Fred"            
6193     ,2-84055-700-2     ,"Poisson-clown (Le)"                                ,4         ,""             ,"Chas"                                                ,"Delcourt"                  ,"Sang Froid"                         ,1        ,09/2001    ,08/2001 ,25   ,"Chauvel, David"          ,"Simon, Fred"            
4233     ,2-911622-02-2     ,"Polstar"                                           ,1         ,""             ,"Le Mérou"                                            ,"John Eigrutel Productions" ,""                                   ,1        ,05/1996    ,        ,     ,"Léturgie, Jean"          ,"Léturgie, Simon"        
17264    ,2-911622-05-7     ,"Polstar"                                           ,2         ,""             ,"Le Monkey"                                           ,"John Eigrutel Productions" ,""                                   ,1        ,02/1998    ,        ,     ,"Léturgie, Jean"          ,"Léturgie, Simon"        
8134     ,2-911622-07-3     ,"Polstar"                                           ,3         ,""             ,"L'Empire"                                            ,"John Eigrutel Productions" ,""                                   ,1        ,05/1999    ,        ,     ,"Léturgie, Jean"          ,"Léturgie, Simon"        
15409    ,2-205-02406-X     ,"Quête de l'oiseau du temps (La)"                   ,1         ,""             ,"La conque de Ramor"                                  ,"Dargaud"                   ,"Histoires fantastiques"             ,1        ,01/1983    ,12/1982 ,70   ,"Le Tendre, Serge"        ,"Loisel, Régis"          
15408    ,2-205-02576-7     ,"Quête de l'oiseau du temps (La)"                   ,2         ,""             ,"Le temple de l'oubli"                                ,"Dargaud"                   ,"Histoires fantastiques"             ,1        ,01/1984    ,11/1983 ,70   ,"Le Tendre, Serge"        ,"Loisel, Régis"          
321      ,2-205-02952-5     ,"Quête de l'oiseau du temps (La)"                   ,3         ,""             ,"Le Rige"                                             ,"Dargaud"                   ,"Histoires fantastiques"             ,1        ,11/1985    ,10/1985 ,35   ,"Le Tendre, Serge"        ,"Loisel, Régis"          
322      ,2-205-03460-X     ,"Quête de l'oiseau du temps (La)"                   ,4         ,""             ,"L'œuf des ténébres"                                  ,"Dargaud"                   ,"Histoires fantastiques"             ,1        ,08/1987    ,08/1987 ,16   ,"Le Tendre, Serge"        ,"Loisel, Régis"          
1361     ,2-205-04394-3     ,"Quête de l'oiseau du temps (La)"                   ,5         ,""             ,"L'ami Javin"                                         ,"Dargaud"                   ,""                                   ,1        ,10/1998    ,09/1998 ,16   ,"Le Tendre, Serge"        ,"Lidwine"                
69122    ,978-2-205-05633-4 ,"Quête de l'oiseau du temps (La)"                   ,6         ,""             ,"Le grimoire des dieux"                               ,"Dargaud"                   ,""                                   ,1        ,11/2007    ,        ,     ,"Le Tendre, Serge"        ,"Aouamri, Mohamed"       
105589   ,978-2-205-06009-6 ,"Quête de l'oiseau du temps (La)"                   ,7         ,""             ,"La voie du Rige"                                     ,"Dargaud"                   ,""                                   ,1        ,03/2010    ,        ,     ,"Le Tendre, Serge"        ,"Mallié, Vincent"        
1340     ,2-882-57041-4     ,"Rapaces (Marini/Dufaux)"                           ,1         ,""             ,"Rapaces I"                                           ,"Dargaud"                   ,""                                   ,1        ,09/1998    ,07/1998 ,70   ,"Dufaux, Jean"            ,"Marini, Enrico"         
1963     ,2-87129-295-7     ,"Rapaces (Marini/Dufaux)"                           ,2         ,""             ,"Rapaces II"                                          ,"Dargaud"                   ,""                                   ,1        ,05/2000    ,        ,30   ,"Dufaux, Jean"            ,"Marini, Enrico"         
2202     ,2-87129-348-1     ,"Rapaces (Marini/Dufaux)"                           ,3         ,""             ,"Rapaces III"                                         ,"Dargaud"                   ,""                                   ,1        ,05/2001    ,        ,     ,"Dufaux, Jean"            ,"Marini, Enrico"         
28500    ,2-87129-455-0     ,"Rapaces (Marini/Dufaux)"                           ,4         ,""             ,"Rapaces IV"                                          ,"Dargaud"                   ,""                                   ,1        ,08/2003    ,        ,     ,"Dufaux, Jean"            ,"Marini, Enrico"         
79426    ,9782756015606     ,"Ring Circus"                                       ,          ,"INT"          ,"Ring Circus"                                         ,"Delcourt"                  ,"Long Métrage"                       ,1        ,11/2008    ,10/2008 ,     ,"Chauvel, David"          ,"Pedrosa, Cyril"         
20833    ,2-84565-151-1     ,"Rouletabille (Duchâteau/Swysen)"                   ,3         ,""             ,"Le trésor du fantôme de l'opéra"                     ,"Soleil Productions"        ,"Collection Détectives BD"           ,0        ,04/2001    ,        ,     ,"Duchâteau, André-Paul"   ,"Swysen, Bernard"        
330      ,2-7234-0641-5     ,"Sambre"                                            ,1         ,""             ,"Plus ne m'est rien..."                               ,"Glénat"                    ,"Caractère"                          ,1        ,06/1986    ,        ,18   ,"Balac"                   ,"Yslaire"                
331      ,2-7234-1139-7     ,"Sambre"                                            ,2         ,""             ,"Je sais que tu viendras..."                          ,"Glénat"                    ,"Caractère"                          ,1        ,11/1990    ,        ,19   ,"Yslaire"                 ,"Yslaire"                
332      ,2-7234-1516-3     ,"Sambre"                                            ,3         ,""             ,"Révolution, révolution..."                           ,"Glénat"                    ,"Caractère"                          ,1        ,11/1993    ,        ,22   ,"Yslaire"                 ,"Yslaire"                
947      ,2-7234-2000-0     ,"Sambre"                                            ,4         ,""             ,"Faut-il que nous mourions ensemble..."               ,"Glénat"                    ,"Caractère"                          ,1        ,11/1996    ,11/1996 ,19   ,"Yslaire"                 ,"Yslaire"                
334      ,2-8001-0109-1     ,"Schtroumpfs (Les)"                                 ,2         ,""             ,"Le Schtroumpfissime (+ Schtroumpfonie en ut)"        ,"Dupuis"                    ,""                                   ,0        ,01/1965    ,        ,120  ,"Peyo"                    ,"Peyo"                   
2052     ,2-87129-301-5     ,"Scorpion (Le)"                                     ,1         ,""             ,"La Marque du Diable"                                 ,"Dargaud"                   ,""                                   ,1        ,10/2000    ,        ,45   ,"Desberg, Stephen"        ,"Marini, Enrico"         
6461     ,2-87129-352-X     ,"Scorpion (Le)"                                     ,2         ,""             ,"Le Secret du Pape"                                   ,"Dargaud"                   ,""                                   ,1        ,10/2001    ,        ,22   ,"Desberg, Stephen"        ,"Marini, Enrico"         
20698    ,2-87129-463-1     ,"Scorpion (Le)"                                     ,3         ,""             ,"La Croix de Pierre"                                  ,"Dargaud"                   ,""                                   ,1        ,11/2002    ,        ,     ,"Desberg, Stephen"        ,"Marini, Enrico"         
34408    ,2-87129-570-0     ,"Scorpion (Le)"                                     ,4         ,""             ,"Le Démon au Vatican"                                 ,"Dargaud"                   ,""                                   ,1        ,04/2004    ,        ,     ,"Desberg, Stephen"        ,"Marini, Enrico"         
58944    ,2-505-00018-2     ,"Scorpion (Le)"                                     ,7         ,""             ,"Au Nom du Père"                                      ,"Dargaud"                   ,""                                   ,1        ,11/2006    ,        ,     ,"Desberg, Stephen"        ,"Marini, Enrico"         
21047    ,2-84565-410-3     ,"Seigneurs d'Agartha (Les)"                         ,1         ,""             ,"La dette"                                            ,"Soleil Productions"        ,""                                   ,1        ,11/2002    ,        ,     ,"Plongeon, Isabelle"      ,"Briones, Philippe"      
25592    ,2-84565-453-7     ,"Seigneurs d'Agartha (Les)"                         ,2         ,""             ,"L'oracle"                                            ,"Soleil Productions"        ,""                                   ,1        ,04/2003    ,        ,     ,"Plongeon, Isabelle"      ,"Briones, Philippe"      
53007    ,2800136928        ,"Seuls"                                             ,1         ,""             ,"La disparition"                                      ,"Dupuis"                    ,""                                   ,1        ,01/2006    ,00/0000 ,     ,"Vehlmann, Fabien"        ,"Gazzotti, Bruno"        
61883    ,9782800139135     ,"Seuls"                                             ,2         ,""             ,"Le maître des couteaux"                              ,"Dupuis"                    ,""                                   ,1        ,04/2007    ,00/0000 ,     ,"Vehlmann, Fabien"        ,"Gazzotti, Bruno"        
74976    ,9782800140490     ,"Seuls"                                             ,3         ,""             ,"Le clan du requin"                                   ,"Dupuis"                    ,""                                   ,1        ,06/2008    ,00/0000 ,     ,"Vehlmann, Fabien"        ,"Gazzotti, Bruno"        
88292    ,9782800144139     ,"Seuls"                                             ,4         ,""             ,"Les Cairns rouges"                                   ,"Dupuis"                    ,""                                   ,1        ,06/2009    ,00/0000 ,     ,"Vehlmann, Fabien"        ,"Gazzotti, Bruno"        
109727   ,9782800146935     ,"Seuls"                                             ,5         ,""             ,"Au cœur du Maelström"                                ,"Dupuis"                    ,""                                   ,1        ,06/2010    ,00/0000 ,     ,"Vehlmann, Fabien"        ,"Gazzotti, Bruno"        
