IdAlbum  ,ISBN              ,Serie                                               ,Num       ,NumA           ,Titre                                                 ,Editeur                     ,Collection                           ,EO       ,DL         ,AI      ,Cote ,Scenariste                ,Dessinateur              
121018   ,9782803627776     ,"Clifton (Intégrale)"                               ,1         ,""             ,"Intégrale 1"                                         ,"Le Lombard"                ,""                                   ,1        ,01/2011    ,00/0000 ,     ,"Macherot, Raymond"       ,"Macherot, Raymond"      
7737     ,2203335165        ,"Compagnons du crépuscule (Les)"                    ,1         ,""             ,"Le sortilège du bois des brumes"                     ,"Casterman"                 ,"Un Auteur (A suivre)"               ,1        ,02/1984    ,01/1984 ,18   ,"Bourgeon, François"      ,"Bourgeon, François"     
33016    ,2800135794        ,"Démons d'Alexia (Les)"                             ,1         ,""             ,"L'Héritage"                                          ,"Dupuis"                    ,""                                   ,1        ,03/2004    ,00/0000 ,     ,"Dugomier"                ,"Ers, Benoît"            
60114    ,2800138971        ,"Enfants d'ailleurs (Les)"                          ,1         ,""             ,"Le passage"                                          ,"Dupuis"                    ,"Punaise"                            ,1        ,01/2007    ,00/0000 ,     ,"Nykko"                   ,"Bannister"              
19852    ,2-84565-385-9     ,"Fléau des dieux (Le)"                              ,3         ,""             ,"Urbi et Orbi"                                        ,"Soleil Productions"        ,""                                   ,1        ,10/2002    ,        ,     ,"Mangin, Valérie"         ,"Gajic, Aleksa"          
32797    ,2-84565-570-3     ,"Fléau des dieux (Le)"                              ,4         ,""             ,"Vae victis"                                          ,"Soleil Productions"        ,""                                   ,1        ,01/2004    ,        ,     ,"Mangin, Valérie"         ,"Gajic, Aleksa"          
45439    ,2-84565-890-7     ,"Fléau des dieux (Le)"                              ,5         ,""             ,"Dei ex machina"                                      ,"Soleil Productions"        ,""                                   ,1        ,03/2005    ,        ,     ,"Mangin, Valérie"         ,"Gajic, Aleksa"          
56833    ,2-84946-425-2     ,"Fléau des dieux (Le)"                              ,6         ,""             ,"Exit"                                                ,"Soleil Productions"        ,"Quadrant Solaire"                   ,1        ,06/2006    ,        ,     ,"Mangin, Valérie"         ,"Gajic, Aleksa"          
7071     ,2-8405-5157-8     ,"Fond du monde (Le)"                                ,2         ,""             ,"Monsieur P"                                          ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,10/1997    ,09/1997 ,16   ,"Corbeyran, Éric"         ,"Falque, Denis"          
7070     ,2-84055-216-7     ,"Fond du monde (Le)"                                ,3         ,""             ,"Basile F"                                            ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,08/1998    ,07/1998 ,     ,"Corbeyran, Éric"         ,"Falque, Denis"          
7069     ,2-8405-5286-8     ,"Fond du monde (Le)"                                ,4         ,""             ,"Le grand magasin"                                    ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,02/2000    ,12/1999 ,     ,"Corbeyran, Éric"         ,"Falque, Denis"          
7068     ,2-84055-558-1     ,"Fond du monde (Le)"                                ,5         ,""             ,"Le grand bateau"                                     ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,02/2001    ,12/2000 ,     ,"Corbeyran, Éric"         ,"Falque, Denis"          
19401    ,2-84055-742-8     ,"Fond du monde (Le)"                                ,6         ,""             ,"La grande terre"                                     ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,10/2002    ,09/2002 ,     ,"Corbeyran, Éric"         ,"Falque, Denis"          
1351     ,2-84055-237-X     ,"Garulfo"                                           ,4         ,""             ,"L'Ogre aux yeux de cristal"                          ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,09/1998    ,08/1998 ,19   ,"Ayroles, Alain"          ,"Maïorana, Bruno"        
1879     ,2-84055-334-1     ,"Garulfo"                                           ,5         ,""             ,"Preux et prouesses"                                  ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,01/2000    ,12/1999 ,16   ,"Ayroles, Alain"          ,"Maïorana, Bruno"        
17163    ,2-84055-579-4     ,"Garulfo"                                           ,6         ,""             ,"La Belle et les Bêtes"                               ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,06/2002    ,05/2002 ,     ,"Ayroles, Alain"          ,"Maïorana, Bruno"        
2812     ,NULL              ,"Gaston"                                            ,6         ,""             ,"Des gaffes et des dégâts"                            ,"Dupuis"                    ,""                                   ,1        ,01/1968    ,00/0000 ,100  ,"Franquin, André"         ,"Franquin, André"        
2814     ,2800100907        ,"Gaston"                                            ,8         ,""             ,"Lagaffe nous gâte"                                   ,"Dupuis"                    ,""                                   ,1        ,01/1970    ,00/0000 ,60   ,"Franquin, André"         ,"Franquin, André"        
11516    ,2-84055-664-2     ,"Golden City"                                       ,4         ,""             ,"Goldy"                                               ,"Delcourt"                  ,"Neopolis"                           ,1        ,03/2002    ,01/2002 ,     ,"Pecqueur, Daniel"        ,"Malfin, Nicolas"        
29220    ,2-84055-931-5     ,"Golden City"                                       ,5         ,""             ,"Le Dossier Harrison"                                 ,"Delcourt"                  ,"Neopolis"                           ,1        ,09/2003    ,07/2003 ,     ,"Pecqueur, Daniel"        ,"Malfin, Nicolas"        
49904    ,2-84789-301-6     ,"Golden City"                                       ,6         ,""             ,"Jessica"                                             ,"Delcourt"                  ,"Neopolis"                           ,1        ,09/2005    ,07/2005 ,     ,"Pecqueur, Daniel"        ,"Malfin, Nicolas"        
68776    ,978-2-7560-0490-7 ,"Golden City"                                       ,7         ,""             ,"Les Enfants perdus"                                  ,"Delcourt"                  ,""                                   ,1        ,11/2007    ,10/2007 ,     ,"Pecqueur, Daniel"        ,"Malfin, Nicolas"        
98259    ,978-2-7560-1733-4 ,"Golden City"                                       ,8         ,""             ,"Les Naufragés des abysses"                           ,"Delcourt"                  ,""                                   ,1        ,12/2009    ,11/2009 ,     ,"Pecqueur, Daniel"        ,"Malfin, Nicolas"        
141381   ,978-2-7560-2518-6 ,"Golden City"                                       ,9         ,""             ,"L'Énigme Banks"                                      ,"Delcourt"                  ,""                                   ,1        ,11/2011    ,10/2011 ,     ,"Pecqueur, Daniel"        ,"Malfin, Nicolas"        
7196     ,2877645606        ,"Harry Dickson (Nolane/Roman)"                      ,4         ,""             ,"L'ombre de Blackfield"                               ,"Soleil Productions"        ,""                                   ,1        ,01/1997    ,00/0000 ,     ,"Nolane, Richard D."      ,"Roman, Olivier"         
1854     ,2871510067        ,"Harry Dickson (Vanderhaeghe/Zanon/Renaud)"         ,3         ,""             ,"Les 3 cercles de l'épouvante"                        ,"Art & B.D."                ,""                                   ,1        ,09/1990    ,09/1990 ,11   ,"Vanderhaeghe, Christian" ,"Zanon, Pascal J."       
52576    ,2-84789-962-6     ,"Horologiom"                                        ,          ,"INT1"         ,"Horologiom"                                          ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,12/2005    ,        ,     ,"Lebeault, Fabrice"       ,"Lebeault, Fabrice"      
653      ,2-84055-032-6     ,"Horologiom"                                        ,1         ,""             ,"L'homme sans clef"                                   ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,09/1994    ,08/1994 ,50   ,"Lebeault, Fabrice"       ,"Lebeault, Fabrice"      
812      ,2-84055-067-9     ,"Horologiom"                                        ,2         ,""             ,"L'instant du Damokle"                                ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,11/1995    ,10/1995 ,35   ,"Lebeault, Fabrice"       ,"Lebeault, Fabrice"      
995      ,2-84055-128-4     ,"Horologiom"                                        ,3         ,""             ,"Nahédig"                                             ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,05/1997    ,04/1997 ,24   ,"Lebeault, Fabrice"       ,"Lebeault, Fabrice"      
1499     ,2-84055-254-X     ,"Horologiom"                                        ,4         ,""             ,"La nuit du Requinqueur"                              ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,01/1999    ,12/1998 ,19   ,"Lebeault, Fabrice"       ,"Lebeault, Fabrice"      
2089     ,2-84055-459-3     ,"Horologiom"                                        ,5         ,""             ,"Le Grand Rouage"                                     ,"Delcourt"                  ,"Terres de Légendes"                 ,1        ,11/2000    ,10/2000 ,24   ,"Lebeault, Fabrice"       ,"Lebeault, Fabrice"      
137332   ,978-2-7560-2016-7 ,"Horologiom"                                        ,6         ,""             ,"Le Ministère de la peur"                             ,"Delcourt"                  ,""                                   ,1        ,09/2011    ,08/2011 ,     ,"Lebeault, Fabrice"       ,"Lebeault, Fabrice"      
85774    ,9782800143521     ,"Johan et Pirlouit (Intégrale)"                     ,3         ,""             ,"Brigands et malandrins"                              ,"Dupuis"                    ,"Les intégrales Dupuis"              ,1        ,03/2009    ,00/0000 ,     ,"Peyo"                    ,"Peyo"                   
95028    ,9782800144641     ,"Johan et Pirlouit (Intégrale)"                     ,4         ,""             ,"Les années Schtroumpfs"                              ,"Dupuis"                    ,"Les intégrales Dupuis"              ,1        ,09/2009    ,00/0000 ,     ,"Peyo"                    ,"Peyo"                   
28161    ,NULL              ,"Lefranc"                                           ,4         ,""             ,"Le repaire du loup"                                  ,"Casterman"                 ,""                                   ,1        ,01/1974    ,00/0000 ,50   ,"Martin, Jacques"         ,"De Moor, Bob"           
17386    ,2-84565-224-0     ,"Marlysa"                                           ,4         ,""             ,"Bragal"                                              ,"Soleil Productions"        ,""                                   ,1        ,06/2002    ,        ,     ,"Gaudin, Jean-Charles"    ,"Danard, Jean-Pierre"    
32417    ,2-84565-568-1     ,"Marlysa"                                           ,5         ,""             ,"Le Thaumaturge"                                      ,"Soleil Productions"        ,""                                   ,1        ,12/2003    ,        ,     ,"Gaudin, Jean-Charles"    ,"Danard, Jean-Pierre"    
27422    ,2-84565-455-3     ,"Nemesis (Ange/Janolle)"                            ,5         ,""             ,"Terminal Crash"                                      ,"Soleil Productions"        ,""                                   ,1        ,07/2003    ,        ,     ,"Ange"                    ,"Janolle, Alain"         
46346    ,2-84565-920-2     ,"Nemesis (Ange/Janolle)"                            ,6         ,""             ,"Rebirth"                                             ,"Soleil Productions"        ,""                                   ,1        ,04/2005    ,        ,     ,"Ange"                    ,"Cifuentes, Vicente"     
675      ,2-205-03728-5     ,"Percevan"                                          ,7         ,""             ,"Les Seigneurs de l'Enfer"                            ,"Dargaud"                   ,""                                   ,1        ,03/1992    ,02/1992 ,17   ,"Léturgie, Jean"          ,"Luguy, Philippe"        
46801    ,2872652213        ,"Petites femmes (Les)"                              ,4         ,""             ,"'messie' le retour"                                  ,"Joker Editions"            ,""                                   ,1        ,05/2005    ,00/0000 ,     ,"Seron, Pierre"           ,"Seron, Pierre"          
822      ,2800103450        ,"Petits hommes (Les)"                               ,1         ,""             ,"L'exode"                                             ,"Dupuis"                    ,""                                   ,1        ,01/1974    ,00/0000 ,27   ,"Desprechins, Albert"     ,"Seron, Pierre"          
81555    ,9782749304373     ,"Quatre de Baker Street (Les)"                      ,1         ,""             ,"L'Affaire du rideau bleu"                            ,"Vents d'Ouest"             ,""                                   ,1        ,01/2009    ,01/2009 ,     ,"Djian, Jean-Blaise"      ,"Etien, David"           
4292     ,2803603829        ,"Robin Dubois"                                      ,7         ,""             ,"La promenade des Anglais"                            ,"Lombard"                   ,""                                   ,1        ,01/1983    ,00/0000 ,9    ,"De Groot, Bob"           ,"Turk"                   
40160    ,2-87129-677-4     ,"Scorpion (Le)"                                     ,5         ,""             ,"La Vallée sacrée"                                    ,"Dargaud"                   ,""                                   ,1        ,11/2004    ,        ,     ,"Desberg, Stephen"        ,"Marini, Enrico"         
51459    ,2-87129-760-6     ,"Scorpion (Le)"                                     ,6         ,""             ,"Le Trésor du Temple"                                 ,"Dargaud"                   ,""                                   ,1        ,10/2005    ,        ,     ,"Desberg, Stephen"        ,"Marini, Enrico"         
79729    ,978-2-505-00474-5 ,"Scorpion (Le)"                                     ,8         ,""             ,"L'Ombre de l'Ange"                                   ,"Dargaud"                   ,""                                   ,1        ,11/2008    ,        ,     ,"Desberg, Stephen"        ,"Marini, Enrico"         
113222   ,978-2-505-00914-6 ,"Scorpion (Le)"                                     ,9         ,""             ,"Le Masque de la Vérité"                              ,"Dargaud"                   ,""                                   ,1        ,08/2010    ,        ,     ,"Desberg, Stephen"        ,"Marini, Enrico"         
32824    ,NULL              ,"Spirou et Fantasio"                                ,12        ,""             ,"Le nid des Marsupilamis"                             ,"Dupuis"                    ,""                                   ,1        ,01/1960    ,        ,400  ,"Franquin, André"         ,"Franquin, André"        
18744    ,NULL              ,"Spirou et Fantasio"                                ,18        ,""             ,"QRN sur Bretzelburg"                                 ,"Dupuis"                    ,""                                   ,1        ,01/1966    ,        ,80   ,"Greg"                    ,"Franquin, André"        
49933    ,2-7493-0180-7     ,"Spoon & White"                                     ,6         ,""             ,"XXL"                                                 ,"Vents d'Ouest"             ,""                                   ,1        ,08/2005    ,08/2005 ,     ,"Yann"                    ,"Léturgie, Simon"        
61062    ,9782749303062     ,"Spoon & White"                                     ,7         ,""             ,"Manhattan Kaputt"                                    ,"Vents d'Ouest"             ,""                                   ,1        ,02/2007    ,02/2007 ,     ,"Léturgie, Jean"          ,"Léturgie, Simon"        
115935   ,9782749304397     ,"Spoon & White"                                     ,8         ,""             ,"Neverland"                                           ,"Vents d'Ouest"             ,""                                   ,1        ,10/2010    ,09/2010 ,     ,"Léturgie, Jean"          ,"Léturgie, Simon"        
188391   ,9782800152660     ,"Tueurs de mamans"                                  ,1         ,""             ,"Tome 1"                                              ,"Dupuis"                    ,""                                   ,1        ,05/2013    ,00/0000 ,     ,"Zidrou"                  ,"Ers, Benoît"            
35000    ,2800104260        ,"Tuniques Bleues (Les)"                             ,6         ,""             ,"La prison de Robertsonville"                         ,"Dupuis"                    ,""                                   ,1        ,01/1975    ,00/0000 ,35   ,"Cauvin, Raoul"           ,"Lambil, Willy"          
58962    ,2-84946-068-0     ,"Vae Victis !"                                      ,          ,"INT5"         ,"Intégrale Tomes 13-14-15"                            ,"Soleil Productions"        ,""                                   ,1        ,09/2006    ,        ,     ,"Rocca, Simon"            ,"Mitton, Jean-Yves"      
22228    ,2800105461        ,"Yoko Tsuno"                                        ,7         ,""             ,"La frontière de la vie"                              ,"Dupuis"                    ,""                                   ,1        ,07/1977    ,00/0000 ,35   ,"Leloup, Roger"           ,"Leloup, Roger"          
29492    ,2-84565-407-3     ,"Zorn & Dirna"                                      ,2         ,""             ,"Le dauphin et le renard"                             ,"Soleil Productions"        ,"Soleil levant"                      ,1        ,09/2003    ,        ,     ,"Morvan, Jean-David"      ,"Bessadi, Bruno"         
47730    ,2-84946-178-4     ,"Zorn & Dirna"                                      ,3         ,""             ,"Les griffes de la meute"                             ,"Soleil Productions"        ,"Soleil levant"                      ,1        ,06/2005    ,        ,     ,"Morvan, Jean-David"      ,"Bessadi, Bruno"         
62154    ,978-2-84946-799-2 ,"Zorn & Dirna"                                      ,4         ,""             ,"Familles décomposées"                                ,"Soleil Productions"        ,"Soleil levant"                      ,1        ,04/2007    ,        ,     ,"Morvan, Jean-David"      ,"Bessadi, Bruno"         
74030    ,978-2-302-00108-4 ,"Zorn & Dirna"                                      ,5         ,""             ,"Zombis dans la brume"                                ,"Soleil Productions"        ,"Soleil Levant"                      ,1        ,04/2008    ,        ,     ,"Morvan, Jean-David"      ,"Bessadi, Bruno"         
166031   ,9782302020672     ,"Zorn & Dirna"                                      ,6         ,""             ,"Notre père qui êtes odieux"                          ,"Soleil Productions"        ,"Soleil Levant"                      ,1        ,06/2012    ,00/0000 ,     ,"Morvan, Jean-David"      ,"Bessadi, Bruno"         
