oeuvre_id,titre,langue_code,genre_id,infos
9768,Blandings Castle (Blandings Castle),eng,,"{""tome"":""3""}"
9769,Carry On  Jeeves (Jeeves),eng,,"{""tome"":""3""}"
9770,P.G. Wodehouse in His Own Words,eng,,
9771,Thank You  Jeeves (Jeeves),eng,,"{""tome"":""5""}"
9772,Ukridge,eng,,
9773,The Stones of Summer,eng,,
9774,Ring for Jeeves (Jeeves),eng,,"{""tome"":""10""}"
9775,Much Obliged  Jeeves,eng,,
9776,Cocktail Time,eng,,
9777,Spring Fever,eng,,
9778,Piccadilly Jim,eng,,
9779,Money in the Bank,eng,,
9780,Something Fresh (Blandings Castle),eng,,"{""tome"":""1""}"
9781,Jill the Reckless,eng,,
9782,Anthony Powell: A Life,eng,,
9783,The Warrior Prophet (The Prince of Nothing #2),en-US,,
9784,The Week-End Book,eng,,
9785,Full Moon (Blandings Castle),eng,,"{""tome"":""7""}"
9786,The Various Haunts of Men (Simon Serrailler),eng,,"{""tome"":""1""}"
9787,The Thousandfold Thought (The Prince of Nothing),eng,,"{""tome"":""3""}"
9788,The Unmasking of Oscar Wilde,eng,,
9789,Barrel Fever and Other Stories,en-US,,
9790,Naked,en-US,,
9791,The Big Bad Wolf,eng,,
9792,3rd Degree,eng,,
9793,Long Walk to Freedom: Autobiography of Nelson Mandela,eng,,
9794,The Unknown Sigrid Undset: Jenny and Other Works,eng,,
9795,Jenny,eng,,
9796,Banker to the Poor: Micro-Lending and the Battle Against World Poverty,eng,,
9797,The American Heritage New History of the Civil War,eng,,
9798,A Tale of Two Cities: Charles Dickens,eng,,
9799,Frankenstein (SparkNotes Literature Guide),eng,,
9800,Romeo and Juliet (SparkNotes Literature Guide),eng,,
9801,The Iliad (SparkNotes Literature Guides),eng,,
9802,One Flew Over the Cuckoo's Nest (SparkNotes Literature Guide),eng,,
9803,A Midsummer Night's Dream (SparkNotes Literature Guide),eng,,
9804,A Streetcar Named Desire (SparkNotes Literature Guide),eng,,
9805,Aristotle's Ethics (SparkNotes Literature Guides),eng,,
9806,Macbeth (No Fear Shakespeare),eng,,
9807,Julius Caesar,eng,,
9808,The Big Book of Boy Stuff,eng,,
9809,Essence and Alchemy: A Natural History of Perfume,eng,,
9810,It's Easy Being Green: A Handbook for Earth-Friendly Living,eng,,
9811,Fifty-One Tales,eng,,
9812,The Well At The World's End: Volume I,en-US,,
9813,The Well at the World's End: Volume II,eng,,
9814,The Lure of the Basilisk (The Lords of Dûs),eng,,"{""tome"":""1""}"
9815,The Last Days of Pompeii,eng,,
9816,Ivanhoe,en-US,,
9817,The Scarlet Letter,eng,,
9818,Robinson Crusoe,eng,,
9819,Emma,en-US,,
9820,On the Lines of Morris' Romances: Two Books That Inspired J. R. R. Tolkien-The Wood Beyond the World and the Well at the World's End,eng,,
9821,Guide to Stress Reduction,eng,,
9822,Heart & Hands: A Midwife's Guide to Pregnancy & Birth,eng,,
9823,Prodigal Blues,eng,,
9824,The Illustrated Stephen King Trivia Book,eng,,
9825,The Secretary of Dreams  Volume One,eng,,
9826,Wild Things: Four Tales,eng,,
9827,Tolkien and C.S. Lewis: The Gift of a Friendship,eng,,
9828,The Call of the Wild and Three Other Klondike Stories,eng,,
9829,Juan Rulfo's Mexico,eng,,
9830,Monte Cook Presents The Year's Best D20 (Volume One),eng,,
9831,Tomie 1  富江,eng,,
9832,Tomie 2  富江 Part 2,eng,,
9833,Category: Freaks  Vol. 1 (Category: Freaks),eng,,"{""tome"":""1""}"
9834,Louisa May Alcott's Christmas Treasury,eng,,
9835,The Lighthouse at the End of the World,eng,,
9836,The Pirate Dictionary,eng,,
9837,This Side of Paradise (Paradise),eng,,"{""tome"":""1""}"
9838,Farewell to Salonica: City at the Crossroads,eng,,
9839,The Music of the Republic: Essays on Socrates' Conversations and Plato's Writings,eng,,
9840,Open Secrets / Inward Prospects: Reflections on World and Soul,eng,,
9841,Rocky Stories: Tales of Love  Hope  and Happiness at America's Most Famous Steps,eng,,
9842,The Art of H.P. Lovecraft's the Cthulhu Mythos,eng,,
9843,Creative Correction: Extraordinary Ideas For Everyday Discipline,en-US,,
9844,The Book of My Life,en-GB,,
9845,Witch Grass,eng,,
9846,The Stuffed Owl: An Anthology of Bad Verse,eng,,
9847,Dirty Snow,eng,,
9848,The Tenants of Moonbloom,en-US,,
9849,The Ivory Tower,eng,,
9850,Mistress Masham's Repose,en-US,,
9851,Hons and Rebels,eng,,
9852,The Late Mattia Pascal,eng,,
9853,An Episode of Sparrows,en-GB,,
9854,D'Aulaires' Book of Norse Myths,eng,,
9855,War and the Iliad,eng,,
9856,The Man Who Watched Trains Go By,eng,,
9857,Dime-Store Alchemy: The Art of Joseph Cornell,eng,,
9858,Grief Lessons: Four Plays by Euripides,eng,,
9859,The Strangers in the House,eng,,
9860,A Savage War of Peace: Algeria  1954-1962,eng,,
9861,Dante: Poet of the Secular World,eng,,
9862,The Engagement,en-US,,
9863,Diary of a Man in Despair,eng,,
9864,The Wave in the Mind: Talks and Essays on the Writer  the Reader and the Imagination,eng,,
9865,Healing Emotions: Conversations with the Dalai Lama on Mindfulness  Emotions  and Health,eng,,
9866,A Guide to the Words of My Perfect Teacher,eng,,
9867,Dewdrops on a Lotus Leaf: Zen Poems of Ryokan,eng,,
9868,Lovingkindness: The Revolutionary Art of Happiness,eng,,
9869,The Changeling,eng,,
9870,Making a Change for Good: A Guide to Compassionate Self-Discipline,eng,,
9871,The Art of War,eng,,
9872,The Book of Five Rings,eng,,
9873,Writing Down the Bones: Freeing the Writer Within,eng,,
9874,Fablehaven (Fablehaven),eng,,"{""tome"":""1""}"
9875,Phantom Pain,en-US,,
9876,The Dream Giver,eng,,
9877,The Treasure Principle: Unlocking the Secret of Joyful Giving,en-US,,
9878,Dominion (Ollie Chandler),eng,,"{""tome"":""2""}"
9879,The Blazing Center Study Guide: The Soul-Satisfying Supremacy of God in All Things,eng,,
9880,Reluctant Burglar (To Catch a Thief #1),en-US,,
9881,Reluctant Runaway (To Catch a Thief #2),en-US,,
9882,Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),en-US,,
9883,His Princess Devotional: A Royal Encounter With Your King,eng,,
9884,Effigies (Faye Longchamp),eng,,"{""tome"":""3""}"
9885,Complete Guide to OneNote,eng,,
9886,Joel on Software,eng,,
9887,Beginning PHP and MySQL 5: From Novice to Professional,en-US,,
9888,The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),en-US,,
9889,Without Fail (Jack Reacher),eng,,"{""tome"":""6""}"
9890,The Enemy (Jack Reacher),eng,,"{""tome"":""8""}"
9891,Slaughterhouse: The Shocking Story of Greed  Neglect  And Inhumane Treatment Inside the U.S. Meat Industry,en-US,,
9892,The Play Soldier,eng,,
9893,Bull Halsey,eng,,
9894,Uzumaki: Spiral into Horror  Vol. 2.,eng,,
9895,Uzumaki: Spiral Into Horror  Vol. 3,eng,,
9896,Revolutionary Girl Utena  Vol. 4: To Bud,eng,,
9897,Ranma 1/2  Vol. 7 (Ranma ½ (US 2nd)),eng,,"{""tome"":""7""}"
9898,Ranma 1/2  Vol. 8 (Ranma ½ (US 2nd)),eng,,"{""tome"":""8""}"
9899,Revolutionary Girl Utena  Vol. 5: To Blossom,eng,,
9900,InuYasha Ani-Manga  Vol. 1 (Inuyasha Ani-Manga),eng,,"{""tome"":""1""}"
9901,Revolutionary Girl Utena  Vol. 2: To Plant,eng,,
9902,Revolutionary Girl Utena  Vol. 3: To Sprout,eng,,
9903,Hikaru no Go  Vol. 1: Descent of the Go Master (Hikaru no Go),eng,,"{""tome"":""1""}"
9904,Ranma 1/2  Vol. 12 (Ranma ½ (US 2nd)),eng,,"{""tome"":""12""}"
9905,Maison Ikkoku  Volume 5 (Maison Ikkoku #5),en-US,,
9906,Nausicaä of the Valley of the Wind  Vol. 4 (Nausicaä of the Valley of the Wind),eng,,"{""tome"":""4""}"
9907,Nausicaä of the Valley of the Wind  Vol. 6 (Nausicaä of the Valley of the Wind),eng,,"{""tome"":""6""}"
9908,Nausicaä of the Valley of the Wind  Vol. 7 (Nausicaä of the Valley of the Wind),eng,,"{""tome"":""7""}"
9909,Nausicaä of the Valley of the Wind  Vol. 5 (Nausicaä of the Valley of the Wind),eng,,"{""tome"":""5""}"
9910,Maison Ikkoku  Volume 6 (Maison Ikkoku #6),en-US,,
9911,Bleach  Volume 01,eng,,
9912,Sensual Phrase  Vol. 3,en-US,,
9913,Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)),eng,,"{""tome"":""27""}"
9914,Mermaid Saga  Vol. 2,eng,,
9915,Maison Ikkoku  Volume 7 (Maison Ikkoku),eng,,"{""tome"":""7""}"
9916,Maison Ikkoku  Volume 8 (Maison Ikkoku),eng,,"{""tome"":""8""}"
9917,Vagabond  Volume 20,eng,,
9918,From Far Away  Vol. 01,eng,,
9919,Maison Ikkoku  Volume 9 (Maison Ikkoku #9),en-US,,
9920,Maison Ikkoku  Volume 11 (Maison Ikkoku),eng,,"{""tome"":""11""}"
9921,Maison Ikkoku  Volume 12 (Maison Ikkoku),eng,,"{""tome"":""12""}"
9922,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist),eng,,"{""tome"":""1""}"
9923,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist),eng,,"{""tome"":""2""}"
9924,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist),eng,,"{""tome"":""3""}"
9925,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist),eng,,"{""tome"":""4""}"
9926,Hardball: Are You Playing to Play or Playing to Win?,eng,,
9927,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,eng,,
9928,Financial Intelligence: A Manager's Guide to Knowing What the Numbers Really Mean,eng,,
9929,In Web Design for Libraries,eng,,
9930,Mindfulness for Beginners,eng,,
9931,Cleansing the Doors of Perception: The Religious Significance of Entheogenic Plants and Chemicals,eng,,
9932,Demon Diary  Volume 01,eng,,
9933,Demon Diary  Volume 02,eng,,
9934,Demon Diary  Volume 03,eng,,
9935,Demon Diary  Volume 04,eng,,
9936,Rebirth Volume 5,eng,,
9937,The Art of the Start: The Time-Tested  Battle-Hardened Guide for Anyone Starting Anything,eng,,
9938,Amor Y Respeto/love And Respect: El Respeto Que El Desesperadamente Necesita/ The Love She Most Desires And The Respect He Desperately Needs,spa,,
9939,Silas Marner,eng,,
9940,$30 Film School: How to Write  Direct  Produce  Shoot  Edit  Distribute  Tour With  and Sell Your Own No-Budget Digital Movie,eng,,
9941,Tuf Voyaging,en-US,,
9942,To Ride Hell's Chasm,eng,,
9943,Traitor's Knot (Wars of Light and Shadow),eng,,"{""tome"":""7""}"
9944,The Last Christmas of Ebenezer Scrooge,eng,,
9945,Heart of Darkness,eng,,
9946,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,eng,,
9947,The Long Walk: The True Story of a Trek to Freedom,eng,,
9948,Candy Girl: A Year in the Life of an Unlikely Stripper,en-US,,
9949,Game of Shadows: Barry Bonds  BALCO  and the Steroids Scandal that Rocked Professional Sports,en-US,,
9950,Here  There and Everywhere: My Life Recording the Music of the Beatles,eng,,
9951,Natural Theology: Comprising Nature & Grace by Professor Dr Emil Brunner & the Reply No! by Dr Karl Barth,en-GB,,
9952,LOGO Lounge: 2 000 International Identities by Leading Designers,eng,,
9953,The Complete Idiot's Guide to Business Plans,eng,,
9954,The Complete Idiot's Guide to Calculus,en-US,,
9955,Drop The Rock: Removing Character Defects - Steps Six and Seven,en-US,,
9956,The Ring  Volume 1,eng,,
9957,Dark Horse Deluxe Journal: Craig Thompson's Angels and Demons,eng,,
9958,The Amazing Adventures of the Escapist: Volume 1,eng,,
9959,Hellsing  Vol. 03 (Hellsing #3),en-US,,
9960,Ghost in the Shell (Ghost in the Shell),eng,,"{""tome"":""1""}"
9961,Hellsing  Vol. 04 (Hellsing),eng,,"{""tome"":""4""}"
9962,The Ring Volume 4 Birthday,eng,,
9963,Star Wars: Clone Wars  Volume 6: On the Fields of Battle,eng,,
9964,Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World),eng,,"{""tome"":""1""}"
9965,Star Wars: Empire  Volume 5: Allies and Adversaries,eng,,
9966,H.G. Wells' The War of the Worlds (Graphic Novel),eng,,
9967,Star Wars: Clone Wars  Volume 8: The Last Siege  the Final Truth,eng,,
9968,The Gremlins,eng,,
9969,Eden: It's an Endless World  Volume 3 (Eden: It's an Endless World),eng,,"{""tome"":""3""}"
9970,Museum of Terror  Vol. 1: Tomie 1,eng,,
9971,Conan and the Demons of Khitai,eng,,
9972,Star Wars: Clone Wars  Volume 9: Endgame,eng,,
9973,Star Wars: Clone Wars Adventures  Volume 6,eng,,
9974,Museum of Terror  Vol. 2: Tomie 2,eng,,
9975,Star Wars Omnibus: X-Wing Rogue Squadron  Vol. 2,eng,,
9976,Star Wars: Empire  Volume 6: In the Shadows of Their Fathers,eng,,
9977,Museum of Terror  Vol. 3: The Long Hair in the Attic,eng,,
9978,Star Wars: Knights of the Old Republic  Vol. 1: Commencement (Star Wars: Knights of the Old Republic),eng,,"{""tome"":""1""}"
9979,The Facts in the Case of the Departure of Miss Finch,eng,,
9980,Star Wars: Empire  Volume 7: The Wrong Side of the War,eng,,
9981,Star Wars: Rebellion  Vol. 1: My Brother  My Enemy,eng,,
9982,Grendel: Devil by the Deed,eng,,
9983,Ward No. 6 and Other Stories,en-US,,
9984,Robinson Crusoe,eng,,
9985,Alice's Adventures in Wonderland and Through the Looking Glass,eng,,
9986,Moby-Dick,eng,,
9987,Middlemarch,eng,,
9988,Anna Karenina,eng,,
9989,The Metamorphosis and Other Stories,eng,,
9990,The Complete Sherlock Holmes  Volume I,eng,,
9991,Main Street,en-US,,
9992,The Complete Sherlock Holmes  Volume II,eng,,
9993,The Brothers Karamazov,eng,,
9994,Sense and Sensibility,eng,,
9995,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,eng,,
9996,A Tale of Two Cities,en-US,,
9997,The Idiot,eng,,
9998,Essential Tales and Poems,en-US,,
9999,The Death of Ivan Ilych & Other Stories,eng,,
10000,Vanity Fair,eng,,
10001,The Portrait of a Lady,eng,,
10002,Republic,eng,,
10003,The House of Mirth,eng,,
10004,Sense and Sensibility,eng,,
10005,A Tale of Two Cities,eng,,
10006,The Three Musketeers,eng,,
10007,The House of Mirth,eng,,
10008,Anna Karenina,eng,,
10009,The Metamorphosis and Other Stories,eng,,
10010,Kim,eng,,
10011,Oliver Twist,eng,,
10012,The Possessed,eng,,
10013,The Good Soldier,eng,,
10014,Essential Dialogues of Plato,eng,,
10015,The Woman in White,eng,,
10016,Daniel Deronda,eng,,
10017,Agnes Grey,eng,,
10018,Pride and Prejudice,eng,,
10019,A Tale of Two Cities,en-GB,,
10020,Sense and Sensibility,eng,,
10021,The Communist Manifesto and Other Writings,eng,,
10022,Swann's Way (Remembrance of Things Past #1),en-US,,
10023,Come Away My Beloved,eng,,
10024,Creepers,en-CA,,
10025,Scavenger (Frank Balenger),eng,,"{""tome"":""2""}"
10026,Write Great Code: Volume 1: Understanding the Machine,eng,,
10027,The Enemy,eng,,"{""serie"": ""Jack Reacher #8""}"
10028,The Enemy,eng,,"{""serie"": ""Jack Reacher #8""}"
10029,Tripwire,eng,,"{""serie"": ""Jack Reacher #3""}"
10030,Tripwire,en-US,,"{""serie"": ""Jack Reacher #3""}"
10031,The Enemy,eng,,"{""serie"": ""Jack Reacher #8""}"
10032,One Shot,eng,,"{""serie"": ""Jack Reacher #9""}"
10033,Killing Floor,en-US,,"{""serie"": ""Jack Reacher #1""}"
10034,Tripwire,eng,,"{""serie"": ""Jack Reacher #3""}"
10035,The Tolkien Fan's Medieval Reader,eng,,
10036,The Sillymarillion: An Unauthorized Parody of J.R.R. Tolkien's Classic the Silmarillion,eng,,
10037,A Smart Girl's Guide to Money: How to Make It  Save It  And Spend It,en-GB,,
10038,The Soloist,eng,,
10039,The Nature of Play: Great Apes and Humans,eng,,
10040,Teaching Reading Comprehension to Students with Learning Difficulties,eng,,
10041,Shadow of the Hegemon (Shadow),eng,,"{""tome"":""2""}"
10042,A Spiritual Journey,en-US,,
10043,Cold Hit,eng,,"{""serie"": ""Shane Scully #5)""}"
10044,Tyrannosaur Canyon,eng,,
10045,The Altman Code (Covert-One),eng,,"{""tome"":""4""}"
10046,The Full Box (Full #1-4),eng,,
10047,The Power of Truth: A Leading with Emotional Intelligence Conversation with Warren Bennis,eng,,
10048,Black Rednecks and White Liberals,eng,,
10049,The Hobbit: Or There and Back Again,eng,,
10050,The Lovely Bones,en-US,,
10051,Seabiscuit: The Saga of a Great Champion,eng,,
10052,Democracy Matters: Winning the Fight Against Imperialism,eng,,
10053,Ghost Hunters: William James and the Search for Scientific Proof of Life After Death,eng,,
10054,Revolutionary Characters: What Made the Founders Different,eng,,
10055,Andrew Carnegie,eng,,
10056,Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance,eng,,
10057,Against the Day,eng,,
10058,The Zanzibar Chest,en-US,,
10059,Symptomatic,eng,,
10060,The Brief and Frightening Reign of Phil,eng,,
10061,Plan B: Further Thoughts on Faith,eng,,
10062,The Color of Water: A Black Man's Tribute to His White Mother,en-US,,
10063,A Long Way Down,eng,,
10064,Everything Bad is Good for You,en-US,,
10065,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,eng,,
10066,The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science  Cities  and the Modern World,eng,,
10067,Perilous Power: The Middle East & US Foreign Policy,en-GB,,
10068,With Open Hands,en-US,,
10069,The Dance of Life: Weaving Sorrows and Blessings Into One Joyful Step,eng,,
10070,Legend of the Five Rings RPG,eng,,
10071,How to Be a Perfect Stranger: The Essential Religious Etiquette Handbook,eng,,
10072,The Magus of Freemasonry: The Mysterious Life of Elias Ashmole—Scientist  Alchemist  and Founder of the Royal Society,eng,,
10073,The Closers (Harry Bosch #11; Harry Bosch Universe),eng,,"{""tome"":""14""}"
10074,2nd Chance (Women's Murder Club #2),eng,,
10075,The Celestine Prophecy,en-US,,
10076,The Book of the Dead  (Pendergast #7; Diogenes),eng,,"{""tome"":""3""}"
10077,Echo Park (Harry Bosch #12; Harry Bosch Universe),eng,,"{""tome"":""16""}"
10078,Pop Goes the Weasel,en-GB,,
10079,The Wheel of Darkness (Pendergast #8),en-US,,
10080,Live Rich  Die Broke,en-US,,
10081,New Rules: Polite Musings from a Timid Observer,en-US,,
10082,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,eng,,
10083,El Escorpion: La Marca del Diablo: El Escorpion: The Mark of the Devil,spa,,
10084,Buenos Presagios: las buenas y ajustadas profecías de Agnes La Chalada,spa,,
10085,David Boring,spa,,
10086,Jimmy Corrigan: El Chico más Listo del Mundo,spa,,
10087,So Yesterday,eng,,
10088,Devilish,eng,,
10089,Animales No Se Visten  Los (Animals Should Definitely Not Wear Clothing) with CD,eng,,
10090,Diabolo: Volume 1,en-US,,
10091,President Dad  Volume 2,en-US,,
10092,Tramps Like Us  Volume 8,en-US,,
10093,Tramps Like Us  Volume 9,en-GB,,
10094,RG Veda  Vol. 01,eng,,
10095,The Tarot Cafe #1,en-US,,
10096,Blame!  Vol. 7,eng,,
10097,Blame!  Vol. 8,eng,,
10098,The Oath,eng,,
10099,A Time to Embrace (Timeless Love),eng,,"{""tome"":""2""}"
10100,The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party,en-US,,
10101,From the Age of Discovery to a World at War (America: The Last Best Hope),eng,,"{""tome"":""1""}"
10102,Hatchet Jobs: Writings on Contemporary Fiction,en-US,,
10103,The Chomsky-Foucault Debate: On Human Nature,eng,,
10104,Teleny or the Reverse of the Medal,eng,,
10105,The Sorrows of Young Werther,en-US,,
10106,The Conquest of Plassans (Les Rougon-Macquart #4),fre,,
10107,His Excellency (Les Rougon-Macquart),eng,,"{""tome"":""6""}"
10108,Demon Deathchase (Vampire Hunter D),eng,,"{""tome"":""3""}"
10109,Coffin: The Art of Vampire Hunter D,eng,,
10110,The Tale of Genji,eng,,
10111,Ju-on Volume 1 (呪怨),eng,,"{""tome"":""1""}"
10112,Vampire Hunter D Volume 04: Tale of the Dead Town,en-US,,
10113,Vampire Hunter D Volume 05: The Stuff of Dreams,en-US,,
10114,Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,en-US,,
10115,Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,en-US,,
10116,A Changeling for All Seasons (Changeling Seasons),eng,,"{""tome"":""1""}"
10117,The Concrete Blonde (Harry Bosch #3),en-US,,
10118,The Three Musketeers,eng,,
10119,The Phenomenology of Mind  Volume II,ger,,
10120,Inside Job,eng,,
10121,Shadow Twin,eng,,
10122,Hard Candy,en-US,,
10123,Side Effects,eng,,
10124,The Brothers Karamazov,eng,,
10125,The Brothers Karamazov,eng,,
10126,The Botany of Desire: A Plant's-Eye View of the World,eng,,
10127,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,eng,,
10128,A Christmas Carol (Great Illustrated Classics),eng,,
10129,Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics),en-US,,
10130,I  Robot: The Illustrated Screenplay,eng,,
10131,Roger Zelazny's To Rule in Amber (The Dawn of Amber),eng,,"{""tome"":""3""}"
10132,JPod,en-US,,
10133,Medicus (Gaius Petreius Ruso),eng,,"{""tome"":""1""}"
10134,Paris: The Secret History,eng,,
10135,The Time Traveler's Wife,eng,,
10136,George Washington and Benedict Arnold: A Tale of Two Patriots,eng,,
10137,Undead and Unwed (Undead),eng,,"{""tome"":""1""}"
10138,Undead and Unappreciated (Undead),eng,,"{""tome"":""3""}"
10139,Angels Flight (Harry Bosch),eng,,"{""tome"":""6""}"
10140,Dragonflight (Pern: Dragonriders of Pern #1),en-US,,
10141,Dirk Gently's Holistic Detective Agency (Dirk Gently),eng,,"{""tome"":""1""}"
10142,Bonesetter's Daughter,eng,,
10143,The Algebraist,eng,,
10144,Marilyn Manson: The Lonely Watchman,eng,,
10145,Love Mode  Vol. 1,eng,,
10146,Love Mode  Vol. 2,eng,,
10147,Love Mode  Vol. 3,eng,,
10148,Love Mode  Vol. 5,eng,,
10149,Love Mode  Vol. 6,eng,,
10150,Tramps Like Us  Volume 11,eng,,
10151,Tramps Like Us  Volume 12,en-US,,
10152,Shout Out Loud! 2,eng,,
10153,Shout Out Loud! 3,eng,,
10154,Shout Out Loud! 5,en-GB,,
10155,Crest of the Stars 2: A Modest War  (Seikai no Monshou),eng,,"{""tome"":""2""}"
10156,Crest of the Stars 3: Return to a Strange World  (Seikai no Monshou),eng,,"{""tome"":""3""}"
10157,The Twelve Kingdoms: Sea of Shadow (The Twelve Kingdoms #1),en-US,,
10158,The Sea Wolf,eng,,
10159,From the Earth to the Moon (Extraordinary Voyages),eng,,"{""tome"":""4""}"
10160,Writings and Selected Narratives of the Exploration and Settlement of Virginia,en-US,,
10161,Novels 1956–1964: Seize the Day / Henderson the Rain King / Herzog,eng,,
10162,Four Novels of the 1960s: The Man in the High Castle / The Three Stigmata of Palmer Eldritch / Do Androids Dream of Electric Sheep? / Ubik,eng,,
10163,Sherlock Holmes: A Baker Street Dozen,eng,,
10164,The Discomfort Zone: A Personal Journey,en-US,,
10165,A Long Way from Chicago (Saddleback's Focus on Reading Study Guides),eng,,
10166,The Discovery of New Worlds (Story of the World),eng,,"{""tome"":""2""}"
10167,Heart of Darkness,eng,,
10168,My Inventions,eng,,
10169,The Communist Manifesto,en-US,,
10170,The Drift House: The First Voyage,eng,,
10171,Harrius Potter et Camera Secretorum,lat,,
10172,Naughty Little Secret,eng,,
10173,The Complete Clive Barker's The Great And Secret Show,eng,,
10174,The Complete Dick Tracy Volume 1: 1931-1933,eng,,
10175,Vegas Bites: A Werewolf Romance Anthology,en-US,,
10176,The Lost Continent,eng,,
10177,House of Mirth,eng,,
10178,Out to Eat London 2002 (Lonely Planet Out to Eat),eng,,
10179,Best of London (Lonely Planet Best Of),eng,,
10180,Japan (Lonely Planet Guide),eng,,
10181,Ecuador & the Galapagos Islands,en-GB,,
10182,Europe on a Shoestring,eng,,
10183,The Perfume Factory,eng,,
10184,The Coming of Godot: A Short History of a Masterpiece,en-GB,,
10185,The Complete Novels of Jane Austen,eng,,
10186,Selected Works of the Brontë Sisters: Jane Eyre / Villette / Wuthering Heights / Agnes Grey / The Tenant of Wildfell Hall,eng,,
10187,The Faerie Queene,en-US,,
10188,The Death of Ivan Ilyich and Other Stories,eng,,
10189,Planet of the Apes: The Human War,eng,,
10190,Casino Royale,eng,,
10191,A Passage to India: A Reader's Guide to Essential Criticism,en-GB,,
10192,Introducing Camus,en-US,,
10193,Introducing Baudrillard,eng,,
10194,Turing and the Universal Machine: The Making of the Modern Computer,eng,,
10195,Wide Sargasso Sea: A Reader's Guide to Essential Criticism,eng,,
10196,Introducing Philosophy,en-GB,,
10197,Introducing Mind and Brain (Introducing...),en-GB,,
10198,Introducing Sartre (Introducing... S.),eng,,
10199,Fucked By Rock + Cd,eng,,
10200,Divine Filth: Lost Writings (Modern Classics),eng,,
10201,The Patron Saint of Liars,eng,,
10202,When Genius Failed: The Rise And Fall Of Long Term Capital Management,eng,,
10203,The Corrections,eng,,
10204,The Twenty-Seventh City,en-GB,,
10205,Strong Motion,eng,,
10206,Mammoth Book Of Lesbian Short Stories (Mammoth Books),eng,,
10207,The Barefoot Book Of Ballet Stories,eng,,
10208,Crossroads of Twilight (Wheel of Time),eng,,"{""tome"":""10""}"
10209,First Meetings: In the Enderverse,en-GB,,
10210,The Magicians' Guild,eng,,"{""serie"": ""Black Magician Trilogy #1""}"
10211,The Novice,eng,,"{""serie"": ""Black Magician Trilogy #2""}"
10212,The High Lord,eng,,"{""serie"": ""Black Magician Trilogy #3""}"
10213,The Konrad Saga (Konrad #1-3),eng,,
10214,The Killer Angels (The Civil War Trilogy),eng,,"{""tome"":""2""}"
10215,The Nightmare Years: 1930-40 (20th Century Journey),eng,,"{""tome"":""2""}"
10216,Jeeves and The Feudal Spirit,eng,,"{""serie"": ""Jeeves #11""}"
10217,Stiff Upper Lip  Jeeves,eng,,"{""serie"": ""Jeeves #13""}"
10218,Eggs  Beans  and Crumpets,eng,,
10219,The Mating Season (Jeeves),eng,,"{""tome"":""9""}"
10220,Joy in the Morning (Jeeves),eng,,"{""tome"":""8""}"
10221,Jeeves in the Offing (Jeeves),eng,,"{""tome"":""12""}"
10222,Uncle Fred in the Springtime (Blandings Castle),eng,,"{""tome"":""6""}"
10223,Mr. Mulliner Speaking,en-US,,
10224,In Search of Lost Time  Vol. 2: Within a Budding Grove  Part 2 & The Guermantes' Way,eng,,
10225,Zen in Your Garden,eng,,
10226,The Science Book,eng,,
10227,Milton's Paradise Lost,eng,,
10228,Bone In The Throat,eng,,
10229,Hokkaido Highway Blues: Hitchhiking Japan,eng,,
10230,Gone Bamboo,eng,,
10231,The Crimson Petal and the White,eng,,
10232,The Penelopiad,eng,,
10233,Weight: The Myth of Atlas and Heracles,eng,,
10234,Adios Hemingway,eng,,
10235,The Adventures of Sherlock Holmes,eng,,
10236,Never Call Retreat,eng,,
10237,The Complete Short Stories,eng,,
10238,The Portrait of Dorian Gray,eng,,
10239,On the Beach,eng,,
10240,Still Life with Woodpecker,eng,,
10241,Even Cowgirls Get the Blues,eng,,
10242,Skinny Legs and All,eng,,
10243,Jitterbug Perfume,eng,,
10244,Half Asleep in Frog Pajamas,eng,,
10245,Ballet Shoes,eng,,
10246,Beowulf & Grendel: The Truth Behind England's Oldest Legend,en-US,,
10247,Mysteries,eng,,
10248,Before Night Falls,eng,,
